L1_orig,L2_orig,L3_orig,tuple_orig,L1_edit,L1_chg,L2_edit,L2_chg,L3_edit,L3_chg
Kitale Town,Kitale,Kenya,"('Kitale Town', 'Kitale', 'Kenya')",Kitale,TRUE,Kitale,FALSE,Kenya,FALSE
Kitasuru,Nairobi,Kenya,"('Kitasuru', 'Nairobi', 'Kenya')",Kitisuru,TRUE,Nairobi,FALSE,Kenya,FALSE
Kiteng'Ei,Kambo,Kenya,"(""Kiteng'Ei"", 'Kambo', 'Kenya')",Kiteng'Ei,FALSE,Kambo,FALSE,Kenya,FALSE
Kiteng'Ei,Nairobi,Kenya,"(""Kiteng'Ei"", 'Nairobi', 'Kenya')",Kiteng'Ei,FALSE,Nairobi,FALSE,Kenya,FALSE
Kitengela,Athi River,Kenya,"('Kitengela', 'Athi River', 'Kenya')",Kitengela,FALSE,Athi River,FALSE,Kenya,FALSE
Kitengela,Kajiado,Kenya,"('Kitengela', 'Kajiado', 'Kenya')",Kitengela,FALSE,Kajiado,FALSE,Kenya,FALSE
Kitengela,Kitengela,Kenya,"('Kitengela', 'Kitengela', 'Kenya')",Kitengela,FALSE,Kitengela,FALSE,Kenya,FALSE
Kitengela,Nairobi,Kenya,"('Kitengela', 'Nairobi', 'Kenya')",Kitengela,FALSE,Nairobi,FALSE,Kenya,FALSE
Kitengele,Nairobi,Kenya,"('Kitengele', 'Nairobi', 'Kenya')",Kitengela,TRUE,Nairobi,FALSE,Kenya,FALSE
Kiteta,Makueni,Kenya,"('Kiteta', 'Makueni', 'Kenya')",Kiteta,FALSE,Makueni,FALSE,Kenya,FALSE
Kiteta,Nairobi,Kenya,"('Kiteta', 'Nairobi', 'Kenya')",Kiteta,FALSE,Nairobi,FALSE,Kenya,FALSE
Kithimani,Machakos,Kenya,"('Kithimani', 'Machakos', 'Kenya')",Kithimani,FALSE,Machakos,FALSE,Kenya,FALSE
Kithimani,Nairobi,Kenya,"('Kithimani', 'Nairobi', 'Kenya')",Kithimani,FALSE,Nairobi,FALSE,Kenya,FALSE
Kithyoko,Kitui,Kenya,"('Kithyoko', 'Kitui', 'Kenya')",Kithyoko,FALSE,Kitui,FALSE,Kenya,FALSE
Kithyoko,Nairobi,Kenya,"('Kithyoko', 'Nairobi', 'Kenya')",Kithyoko,FALSE,Nairobi,FALSE,Kenya,FALSE
Kitoo,Kitui,Kenya,"('Kitoo', 'Kitui', 'Kenya')",Kitoo,FALSE,Kitui,FALSE,Kenya,FALSE
kitui,kitui,Kenya,"('kitui', 'kitui', 'Kenya')",Kitui,FALSE,Kitui,FALSE,Kenya,FALSE
Kitui,Kitui,Kenya,"('Kitui', 'Kitui', 'Kenya')",Kitui,FALSE,Kitui,FALSE,Kenya,FALSE
Kitui,Mwingi,Kenya,"('Kitui', 'Mwingi', 'Kenya')",Kitui,FALSE,Mwingi,FALSE,Kenya,FALSE
Kitui,Nairobi,Kenya,"('Kitui', 'Nairobi', 'Kenya')",Kitui,FALSE,Nairobi,FALSE,Kenya,FALSE
Kobil~ Rongai,Nairobi,Kenya,"('Kobil~ Rongai', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kobura,Kisumu,Kenya,"('Kobura', 'Kisumu', 'Kenya')",Kobura,FALSE,Kisumu,FALSE,Kenya,FALSE
Kobura Village,Kisumu,Kenya,"('Kobura Village', 'Kisumu', 'Kenya')",Kobura,TRUE,Kisumu,FALSE,Kenya,FALSE
Koguta,Kisumu,Kenya,"('Koguta', 'Kisumu', 'Kenya')",Koguta,FALSE,Kisumu,FALSE,Kenya,FALSE
Koguta,Nairobi,Kenya,"('Koguta', 'Nairobi', 'Kenya')",Koguta,FALSE,Nairobi,FALSE,Kenya,FALSE
Koinange,Nairobi,Kenya,"('Koinange', 'Nairobi', 'Kenya')",Nyeri,TRUE,Nairobi,FALSE,Kenya,FALSE
Koinet,Nairobi,Kenya,"('Koinet', 'Nairobi', 'Kenya')",Koinet,FALSE,Nairobi,FALSE,Kenya,FALSE
Koinet,Naivasha,Kenya,"('Koinet', 'Naivasha', 'Kenya')",Koinet,FALSE,Naivasha,FALSE,Kenya,FALSE
Kola,Nairobi,Kenya,"('Kola', 'Nairobi', 'Kenya')",Kola,FALSE,Nairobi,FALSE,Kenya,FALSE
Kola,Wote,Kenya,"('Kola', 'Wote', 'Kenya')",Kola,FALSE,Wote,FALSE,Kenya,FALSE
kola,Wote,Kenya,"('kola', 'Wote', 'Kenya')",Kola,FALSE,Wote,FALSE,Kenya,FALSE
Kolwa,Kolwa,Kenya,"('Kolwa', 'Kolwa', 'Kenya')",Kolwa,FALSE,Kolwa,FALSE,Kenya,FALSE
Komarock,Komarock,Kenya,"('Komarock', 'Komarock', 'Kenya')",Komarock,FALSE,Komarock,FALSE,Kenya,FALSE
Komarock,Nairobi,Kenya,"('Komarock', 'Nairobi', 'Kenya')",Komarock,FALSE,Nairobi,FALSE,Kenya,FALSE
Komarock Nairobi,Komarock Nairobi,Kenya,"('Komarock Nairobi', 'Komarock Nairobi', 'Kenya')",Komarock,TRUE,Nairobi,TRUE,Kenya,FALSE
Komarocks,Nairobi,Kenya,"('Komarocks', 'Nairobi', 'Kenya')",Komarock,TRUE,Nairobi,FALSE,Kenya,FALSE
Kombedu,Kisumu,Kenya,"('Kombedu', 'Kisumu', 'Kenya')",Kombedu,FALSE,Kisumu,FALSE,Kenya,FALSE
Kombewa,Kisumu,Kenya,"('Kombewa', 'Kisumu', 'Kenya')",Kombewa,FALSE,Kisumu,FALSE,Kenya,FALSE
Kombewa,Kombewa,Kenya,"('Kombewa', 'Kombewa', 'Kenya')",Kombewa,FALSE,Kombewa,FALSE,Kenya,FALSE
Konabaridi,Kajiado,Kenya,"('Konabaridi', 'Kajiado', 'Kenya')",-19,TRUE,Kajiado,FALSE,Kenya,FALSE
Kondele,Kisumu,Kenya,"('Kondele', 'Kisumu', 'Kenya')",Kondele,FALSE,Kisumu,FALSE,Kenya,FALSE
Kondele,Nairobi,Kenya,"('Kondele', 'Nairobi', 'Kenya')",Kondele,FALSE,Nairobi,FALSE,Kenya,FALSE
Kongasis,Nakuru,Kenya,"('Kongasis', 'Nakuru', 'Kenya')",Kongasis,FALSE,Nakuru,FALSE,Kenya,FALSE
Kongoea,Kongoea,Kenya,"('Kongoea', 'Kongoea', 'Kenya')",Kongowea,TRUE,Kongowea,TRUE,Kenya,FALSE
Kongoni,Naivasha,Kenya,"('Kongoni', 'Naivasha', 'Kenya')",Kongoni,FALSE,Naivasha,FALSE,Kenya,FALSE
konyango,Kendu Bay,Kenya,"('konyango', 'Kendu Bay', 'Kenya')",-19,TRUE,Kendu Bay,FALSE,Kenya,FALSE
Konyango,Kisumu,Kenya,"('Konyango', 'Kisumu', 'Kenya')",-19,TRUE,Kisumu,FALSE,Kenya,FALSE
Korogocho,Nairobi,Kenya,"('Korogocho', 'Nairobi', 'Kenya')",Korogocho,FALSE,Nairobi,FALSE,Kenya,FALSE
Korowe,Ahero,Kenya,"('Korowe', 'Ahero', 'Kenya')",Korowe,FALSE,Ahero,FALSE,Kenya,FALSE
Korwenje,Kisumu,Kenya,"('Korwenje', 'Kisumu', 'Kenya')",Korwenje,FALSE,Kisumu,FALSE,Kenya,FALSE
Kothidha,Homa Bay,Kenya,"('Kothidha', 'Homa Bay', 'Kenya')",Kothidha,FALSE,Homa Bay,FALSE,Kenya,FALSE
Kotieno,Kisumu,Kenya,"('Kotieno', 'Kisumu', 'Kenya')",Kotieno,FALSE,Kisumu,FALSE,Kenya,FALSE
Kotieno,Nairobi,Kenya,"('Kotieno', 'Nairobi', 'Kenya')",Kotieno,FALSE,Nairobi,FALSE,Kenya,FALSE
Kutus,Kirinyaga,Kenya,"('Kutus', 'Kirinyaga', 'Kenya')",Kutus,FALSE,Kirinyaga,FALSE,Kenya,FALSE
Kutus,Kirinyanga,Kenya,"('Kutus', 'Kirinyanga', 'Kenya')",Kutus,FALSE,Kirinyaga,TRUE,Kenya,FALSE
Kutus,Nairobi,Kenya,"('Kutus', 'Nairobi', 'Kenya')",Kutus,FALSE,Nairobi,FALSE,Kenya,FALSE
Kwa,Nairobi,Kenya,"('Kwa', 'Nairobi', 'Kenya')",-19,TRUE,Nairobi,FALSE,Kenya,FALSE
Kwa Chief,Nairobi,Kenya,"('Kwa Chief', 'Nairobi', 'Kenya')",Soweto,TRUE,Nairobi,FALSE,Kenya,FALSE
Kwa Chief Behind Quickmart,Nairobi,Kenya,"('Kwa Chief Behind Quickmart', 'Nairobi', 'Kenya')",Soweto,TRUE,Nairobi,FALSE,Kenya,FALSE
Kwa Do,Nairobi,Kenya,"('Kwa Do', 'Nairobi', 'Kenya')",Kasarani,TRUE,Nairobi,FALSE,Kenya,FALSE
Kwa Do~ Kayole,Nairobi,Kenya,"('Kwa Do~ Kayole', 'Nairobi', 'Kenya')",Kasarani,TRUE,Nairobi,FALSE,Kenya,FALSE
Kwachief,Nairobi,Kenya,"('Kwachief', 'Nairobi', 'Kenya')",Soweto,TRUE,Nairobi,FALSE,Kenya,FALSE
Kwale,Kwale,Kenya,"('Kwale', 'Kwale', 'Kenya')",Kwale,FALSE,Kwale,FALSE,Kenya,FALSE
Kwamaiko,Embu,Kenya,"('Kwamaiko', 'Embu', 'Kenya')",Kwa Maiko,TRUE,Embu,FALSE,Kenya,FALSE
Kwamaiko,Kiambu,Kenya,"('Kwamaiko', 'Kiambu', 'Kenya')",Kwa Maiko,TRUE,Kiambu,FALSE,Kenya,FALSE
Kwamaiko,Nairobi,Kenya,"('Kwamaiko', 'Nairobi', 'Kenya')",Kwa Maiko,TRUE,Nairobi,FALSE,Kenya,FALSE
Kwangware,Nairobi,Kenya,"('Kwangware', 'Nairobi', 'Kenya')",Kawangware,TRUE,Nairobi,FALSE,Kenya,FALSE
Kwanza,Kitale,Kenya,"('Kwanza', 'Kitale', 'Kenya')",Kwanza,FALSE,Kitale,FALSE,Kenya,FALSE
kwanza,Kitale,Kenya,"('kwanza', 'Kitale', 'Kenya')",Kwanza,FALSE,Kitale,FALSE,Kenya,FALSE
Kwanza,Nairobi,Kenya,"('Kwanza', 'Nairobi', 'Kenya')",Kwanza,FALSE,Nairobi,FALSE,Kenya,FALSE
Kware,Nairobi,Kenya,"('Kware', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kware ( Rongai),Nairobi,Kenya,"('Kware ( Rongai)', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kware And Kiserian,Nairobi,Kenya,"('Kware And Kiserian', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kware In Rongai,Nairobi,Kenya,"('Kware In Rongai', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kware Market,Nairobi,Kenya,"('Kware Market', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kware Ongata Rongai,Nairobi,Kenya,"('Kware Ongata Rongai', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kware Rongai,Nairobi,Kenya,"('Kware Rongai', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kware-Area,Nairobi,Kenya,"('Kware-Area', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kware-Rongai,Nairobi,Kenya,"('Kware-Rongai', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kware.Ongata Rongai,Nairobi,Kenya,"('Kware.Ongata Rongai', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kware(Rongai),Nairobi,Kenya,"('Kware(Rongai)', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kware/Chief,Nairobi,Kenya,"('Kware/Chief', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Kyakatugu,Kyambeke,Kenya,"('Kyakatugu', 'Kyambeke', 'Kenya')",Kyakatugu,FALSE,Kyambeke,FALSE,Kenya,FALSE
Kyambeke,Kyambeke,Kenya,"('Kyambeke', 'Kyambeke', 'Kenya')",Kyambeke,FALSE,Kyambeke,FALSE,Kenya,FALSE
Kyua,Kyua,Kenya,"('Kyua', 'Kyua', 'Kenya')",Kyua,FALSE,Kyua,FALSE,Kenya,FALSE
Lagos,Lagos,Kenya,"('Lagos', 'Lagos', 'Kenya')",Lagos,FALSE,Lagos,FALSE,Kenya,FALSE
Lakisama,Nairobi,Kenya,"('Lakisama', 'Nairobi', 'Kenya')",-19,TRUE,Nairobi,FALSE,Kenya,FALSE
Lamu,Mombasa,Kenya,"('Lamu', 'Mombasa', 'Kenya')",Lamu,FALSE,Mombasa,FALSE,Kenya,FALSE
Landless Thika,Kiambu,Kenya,"('Landless Thika', 'Kiambu', 'Kenya')",Thika,TRUE,Kiambu,FALSE,Kenya,FALSE
Lanet,Nakuru,Kenya,"('Lanet', 'Nakuru', 'Kenya')",Lanet,FALSE,Nakuru,FALSE,Kenya,FALSE
Laneti,Nakuru,Kenya,"('Laneti', 'Nakuru', 'Kenya')",Lanet,TRUE,Nakuru,FALSE,Kenya,FALSE
Lang'As,Eldoret,Kenya,"(""Lang'As"", 'Eldoret', 'Kenya')",Langas,TRUE,Eldoret,FALSE,Kenya,FALSE
Lang'Ata,Nairobi,Kenya,"(""Lang'Ata"", 'Nairobi', 'Kenya')",Lang'Ata,FALSE,Nairobi,FALSE,Kenya,FALSE
Langas,Eldoret,Kenya,"('Langas', 'Eldoret', 'Kenya')",Langas,FALSE,Eldoret,FALSE,Kenya,FALSE
Langas,Nairobi,Kenya,"('Langas', 'Nairobi', 'Kenya')",Langas,FALSE,Nairobi,FALSE,Kenya,FALSE
Langata,Nairobi,Kenya,"('Langata', 'Nairobi', 'Kenya')",Langata,FALSE,Nairobi,FALSE,Kenya,FALSE
Langi,Kisumu,Kenya,"('Langi', 'Kisumu', 'Kenya')",Langi,FALSE,Kisumu,FALSE,Kenya,FALSE
Langi,Langi,Kenya,"('Langi', 'Langi', 'Kenya')",Langi,FALSE,Langi,FALSE,Kenya,FALSE
Langi,Nairobi,Kenya,"('Langi', 'Nairobi', 'Kenya')",Langi,FALSE,Nairobi,FALSE,Kenya,FALSE
Lavington,Nairobi,Kenya,"('Lavington', 'Nairobi', 'Kenya')",Lavington,FALSE,Nairobi,FALSE,Kenya,FALSE
Lavington~ Westlands,Nairobi,Kenya,"('Lavington~ Westlands', 'Nairobi', 'Kenya')",Lavington,TRUE,Nairobi,FALSE,Kenya,FALSE
Lekamba Tanzania,Nairobi,Kenya,"('Lekamba Tanzania', 'Nairobi', 'Kenya')",-19,TRUE,Nairobi,FALSE,Kenya,FALSE
Likoni,Likoni,Kenya,"('Likoni', 'Likoni', 'Kenya')",Likoni,FALSE,Likoni,FALSE,Kenya,FALSE
likoni,Mombasa,Kenya,"('likoni', 'Mombasa', 'Kenya')",Likoni,FALSE,Mombasa,FALSE,Kenya,FALSE
Likoni,Mombasa,Kenya,"('Likoni', 'Mombasa', 'Kenya')",Likoni,FALSE,Mombasa,FALSE,Kenya,FALSE
Likoni,Nairobi,Kenya,"('Likoni', 'Nairobi', 'Kenya')",Likoni,FALSE,Nairobi,FALSE,Kenya,FALSE
Likuyani,Eldoret,Kenya,"('Likuyani', 'Eldoret', 'Kenya')",Likuyani,FALSE,Eldoret,FALSE,Kenya,FALSE
Limuru,Limuru,Kenya,"('Limuru', 'Limuru', 'Kenya')",Limuru,FALSE,Limuru,FALSE,Kenya,FALSE
Limuru,Naivasha,Kenya,"('Limuru', 'Naivasha', 'Kenya')",Limuru,FALSE,Naivasha,FALSE,Kenya,FALSE
Lodwar,Lodwar,Kenya,"('Lodwar', 'Lodwar', 'Kenya')",Lodwar,FALSE,Lodwar,FALSE,Kenya,FALSE
Lodwar,Nairobi,Kenya,"('Lodwar', 'Nairobi', 'Kenya')",Lodwar,FALSE,Nairobi,FALSE,Kenya,FALSE
Lodwar,Turkana,Kenya,"('Lodwar', 'Turkana', 'Kenya')",Lodwar,FALSE,Turkana,FALSE,Kenya,FALSE
Loitoktok,Kajiado,Kenya,"('Loitoktok', 'Kajiado', 'Kenya')",Loitokitok,TRUE,Kajiado,FALSE,Kenya,FALSE
Lolgoria,Narok,Kenya,"('Lolgoria', 'Narok', 'Kenya')",Lolgorien,TRUE,Narok,FALSE,Kenya,FALSE
Londiani,Kericho,Kenya,"('Londiani', 'Kericho', 'Kenya')",Londiani,FALSE,Kericho,FALSE,Kenya,FALSE
London,Nakuru,Kenya,"('London', 'Nakuru', 'Kenya')",London,FALSE,Nakuru,FALSE,Kenya,FALSE
Lorung'osua,Kajiado,Kenya,"(""Lorung'osua"", 'Kajiado', 'Kenya')",Lorung'Oswa,TRUE,Kajiado,FALSE,Kenya,FALSE
Lorung'Oswa,Kajiado,Kenya,"(""Lorung'Oswa"", 'Kajiado', 'Kenya')",Lorung'Oswa,FALSE,Kajiado,FALSE,Kenya,FALSE
Luanda,Kisumu,Kenya,"('Luanda', 'Kisumu', 'Kenya')",Luanda,FALSE,Kisumu,FALSE,Kenya,FALSE
Luanda,Luanda,Kenya,"('Luanda', 'Luanda', 'Kenya')",Luanda,FALSE,Luanda,FALSE,Kenya,FALSE
Luanda,Nairobi,Kenya,"('Luanda', 'Nairobi', 'Kenya')",Luanda,FALSE,Nairobi,FALSE,Kenya,FALSE
Luanda,Siaya,Kenya,"('Luanda', 'Siaya', 'Kenya')",Luanda,FALSE,Siaya,FALSE,Kenya,FALSE
Luanda Lang'O,Siaya,Kenya,"(""Luanda Lang'O"", 'Siaya', 'Kenya')",Luanda,TRUE,Siaya,FALSE,Kenya,FALSE
Luanda Lang'o,Siaya,Kenya,"(""Luanda Lang'o"", 'Siaya', 'Kenya')",Luanda,TRUE,Siaya,FALSE,Kenya,FALSE
Luandeti,Nairobi,Kenya,"('Luandeti', 'Nairobi', 'Kenya')",Luandeti,FALSE,Nairobi,FALSE,Kenya,FALSE
Luandeti,Webuye,Kenya,"('Luandeti', 'Webuye', 'Kenya')",Luandeti,FALSE,Webuye,FALSE,Kenya,FALSE
lubao,Kakamega,Kenya,"('lubao', 'Kakamega', 'Kenya')",Lubao,FALSE,Kakamega,FALSE,Kenya,FALSE
Lubao,Kakamega,Kenya,"('Lubao', 'Kakamega', 'Kenya')",Lubao,FALSE,Kakamega,FALSE,Kenya,FALSE
Lubumbashi,Lubumbashi,Kenya,"('Lubumbashi', 'Lubumbashi', 'Kenya')",Lubumbashi,FALSE,Lubumbashi,FALSE,Kenya,FALSE
Luckysummer,Nairobi,Kenya,"('Luckysummer', 'Nairobi', 'Kenya')",Kariandundu,TRUE,Nairobi,FALSE,Kenya,FALSE
Lugware,Nairobi,Kenya,"('Lugware', 'Nairobi', 'Kenya')",-19,TRUE,Nairobi,FALSE,Kenya,FALSE
Lutolo,Namaingo,Kenya,"('Lutolo', 'Namaingo', 'Kenya')",Lutolo,FALSE,Namaingo,FALSE,Kenya,FALSE
Lutolo Uganda,Nairobi,Kenya,"('Lutolo Uganda', 'Nairobi', 'Kenya')",Lutolo,TRUE,Nairobi,FALSE,Kenya,FALSE
Lwanda,Kisumu,Kenya,"('Lwanda', 'Kisumu', 'Kenya')",Lwanda,FALSE,Kisumu,FALSE,Kenya,FALSE
Lwanda,Lwanda,Kenya,"('Lwanda', 'Lwanda', 'Kenya')",Lwanda,FALSE,Lwanda,FALSE,Kenya,FALSE
Lwanda,Migori,Kenya,"('Lwanda', 'Migori', 'Kenya')",Lwanda,FALSE,Migori,FALSE,Kenya,FALSE
Lwanda,Nairobi,Kenya,"('Lwanda', 'Nairobi', 'Kenya')",Lwanda,FALSE,Nairobi,FALSE,Kenya,FALSE
M Lwanda,Kisumu,Kenya,"('M Lwanda', 'Kisumu', 'Kenya')",Lwanda,TRUE,Kisumu,FALSE,Kenya,FALSE
Maasai Lodge,Nairobi,Kenya,"('Maasai Lodge', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Maasai Lodge,Rongai,Kenya,"('Maasai Lodge', 'Rongai', 'Kenya')",Ongata Rongai,TRUE,Rongai,FALSE,Kenya,FALSE
Maasai Lodge Rongai,Nairobi,Kenya,"('Maasai Lodge Rongai', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Maasai Mall,Nairobi,Kenya,"('Maasai Mall', 'Nairobi', 'Kenya')",Ongata Rongai,TRUE,Nairobi,FALSE,Kenya,FALSE
Maber-Kuria,Migori,Kenya,"('Maber-Kuria', 'Migori', 'Kenya')",Kuria,TRUE,Migori,FALSE,Kenya,FALSE
Mabera,Kuria-Migori,Kenya,"('Mabera', 'Kuria-Migori', 'Kenya')",Mabera,FALSE,Migori,TRUE,Kenya,FALSE
Mabera,Mabera,Kenya,"('Mabera', 'Mabera', 'Kenya')",Mabera,FALSE,Migori,TRUE,Kenya,FALSE
Mabera,Migori,Kenya,"('Mabera', 'Migori', 'Kenya')",Mabera,FALSE,Migori,FALSE,Kenya,FALSE
mabera,Migori,Kenya,"('mabera', 'Migori', 'Kenya')",Mabera,FALSE,Migori,FALSE,Kenya,FALSE
Machakos,Machakos,Kenya,"('Machakos', 'Machakos', 'Kenya')",Machakos,FALSE,Machakos,FALSE,Kenya,FALSE
Machakos Town,Machakos,Kenya,"('Machakos Town', 'Machakos', 'Kenya')",Machakos,TRUE,Machakos,FALSE,Kenya,FALSE
Machine,Kitale,Kenya,"('Machine', 'Kitale', 'Kenya')",-19,TRUE,Kitale,FALSE,Kenya,FALSE
Madaraka,Nairobi,Kenya,"('Madaraka', 'Nairobi', 'Kenya')",Madaraka Estate,TRUE,Nairobi,FALSE,Kenya,FALSE
Maeta,Migori,Kenya,"('Maeta', 'Migori', 'Kenya')",Maeta,FALSE,Migori,FALSE,Kenya,FALSE
Magadini,Nairobi,Kenya,"('Magadini', 'Nairobi', 'Kenya')",Magadini,FALSE,Nairobi,FALSE,Kenya,FALSE
Magongo,Mombasa,Kenya,"('Magongo', 'Mombasa', 'Kenya')",Magongo,FALSE,Mombasa,FALSE,Kenya,FALSE
Makadara,Nairobi,Kenya,"('Makadara', 'Nairobi', 'Kenya')",Makadara,FALSE,Nairobi,FALSE,Kenya,FALSE
Makadara Mogas,Nairobi,Kenya,"('Makadara Mogas', 'Nairobi', 'Kenya')",Makadara,TRUE,Nairobi,FALSE,Kenya,FALSE
Makandara,Nairobi,Kenya,"('Makandara', 'Nairobi', 'Kenya')",Makadara,TRUE,Nairobi,FALSE,Kenya,FALSE
Makindu,Makindu,Kenya,"('Makindu', 'Makindu', 'Kenya')",Makindu,FALSE,Makindu,FALSE,Kenya,FALSE
Makongeni,Nairobi,Kenya,"('Makongeni', 'Nairobi', 'Kenya')",Makongeni,FALSE,Nairobi,FALSE,Kenya,FALSE
Makongeni,Thika,Kenya,"('Makongeni', 'Thika', 'Kenya')",Makongeni,FALSE,Thika,FALSE,Kenya,FALSE
Makueni,Makueni,Kenya,"('Makueni', 'Makueni', 'Kenya')",Makueni,FALSE,Makueni,FALSE,Kenya,FALSE
Makueni,Wote,Kenya,"('Makueni', 'Wote', 'Kenya')",Makueni,FALSE,Wote,FALSE,Kenya,FALSE
Makuenj,Makuenj,Kenya,"('Makuenj', 'Makuenj', 'Kenya')",Makueni,TRUE,Makueni,TRUE,Kenya,FALSE
makunga,kimilili,Kenya,"('makunga', 'kimilili', 'Kenya')",Makunga,FALSE,Kimilili,FALSE,Kenya,FALSE
Makunga,Kimilili,Kenya,"('Makunga', 'Kimilili', 'Kenya')",Makunga,FALSE,Kimilili,FALSE,Kenya,FALSE
Makunga,Kumilili,Kenya,"('Makunga', 'Kumilili', 'Kenya')",Makunga,FALSE,Kimilili,TRUE,Kenya,FALSE
Makunga,Nairobi,Kenya,"('Makunga', 'Nairobi', 'Kenya')",Makunga,FALSE,Nairobi,FALSE,Kenya,FALSE
Makuyu,Muranga,Kenya,"('Makuyu', 'Muranga', 'Kenya')",Makuyu,FALSE,Muranga,FALSE,Kenya,FALSE
Makuyu,MurangÃ¢â‚¬â„¢A,Kenya,"('Makuyu', 'MurangÃ¢â‚¬â„¢A', 'Kenya')",Makuyu,FALSE,Muranga,TRUE,Kenya,FALSE
Makuyu,Nairobi,Kenya,"('Makuyu', 'Nairobi', 'Kenya')",Makuyu,FALSE,Nairobi,FALSE,Kenya,FALSE
Makuyu,Nyeri,Kenya,"('Makuyu', 'Nyeri', 'Kenya')",Makuyu,FALSE,Nyeri,FALSE,Kenya,FALSE
Malaba,Busia,Kenya,"('Malaba', 'Busia', 'Kenya')",Malaba,FALSE,Busia,FALSE,Kenya,FALSE
Malaba,Malaba,Kenya,"('Malaba', 'Malaba', 'Kenya')",Malaba,FALSE,Malaba,FALSE,Kenya,FALSE
Malaba,Nairobi,Kenya,"('Malaba', 'Nairobi', 'Kenya')",Malaba,FALSE,Nairobi,FALSE,Kenya,FALSE
Malala,Kisii,Kenya,"('Malala', 'Kisii', 'Kenya')",Malala,FALSE,Kisii,FALSE,Kenya,FALSE
Malava,Busia,Kenya,"('Malava', 'Busia', 'Kenya')",Malava,FALSE,Busia,FALSE,Kenya,FALSE
Malava,Kakamega,Kenya,"('Malava', 'Kakamega', 'Kenya')",Malava,FALSE,Kakamega,FALSE,Kenya,FALSE
Malava,Kakamega Town,Kenya,"('Malava', 'Kakamega Town', 'Kenya')",Malava,FALSE,Kakamega,TRUE,Kenya,FALSE
Malava,Kisumu,Kenya,"('Malava', 'Kisumu', 'Kenya')",Malava,FALSE,Kisumu,FALSE,Kenya,FALSE
Malava,Nairobi,Kenya,"('Malava', 'Nairobi', 'Kenya')",Malava,FALSE,Nairobi,FALSE,Kenya,FALSE
Malindi,Malindi,Kenya,"('Malindi', 'Malindi', 'Kenya')",Malindi,FALSE,Malindi,FALSE,Kenya,FALSE
Malinya,Kakamega,Kenya,"('Malinya', 'Kakamega', 'Kenya')",Nanga,TRUE,Kakamega,FALSE,Kenya,FALSE
Mama Ngina,Mama Ngina,Kenya,"('Mama Ngina', 'Mama Ngina', 'Kenya')",-19,TRUE,-19,TRUE,Kenya,FALSE
Mama Oliech,Nairobi,Kenya,"('Mama Oliech', 'Nairobi', 'Kenya')",Hurlingham,TRUE,Nairobi,FALSE,Kenya,FALSE
Mamboleo,Kisumu,Kenya,"('Mamboleo', 'Kisumu', 'Kenya')",Mamboleo,FALSE,Kisumu,FALSE,Kenya,FALSE
Mamboleo Kisumu,Nairobi,Kenya,"('Mamboleo Kisumu', 'Nairobi', 'Kenya')",-19,TRUE,Nairobi,FALSE,Kenya,FALSE
Mang,Kisii,Kenya,"('Mang', 'Kisii', 'Kenya')",Mang,FALSE,Kisii,FALSE,Kenya,FALSE
Mang,Nairobi,Kenya,"('Mang', 'Nairobi', 'Kenya')",Mang,FALSE,Nairobi,FALSE,Kenya,FALSE
Manyatta,Kisumu,Kenya,"('Manyatta', 'Kisumu', 'Kenya')",Manyatta,FALSE,Kisumu,FALSE,Kenya,FALSE
Manyatta,Nairobi,Kenya,"('Manyatta', 'Nairobi', 'Kenya')",Manyatta,FALSE,Nairobi,FALSE,Kenya,FALSE
Marachi,Busia,Kenya,"('Marachi', 'Busia', 'Kenya')",-19,TRUE,Busia,FALSE,Kenya,FALSE
Maragoli,Kisumu,Kenya,"('Maragoli', 'Kisumu', 'Kenya')",Maragoli,FALSE,Kisumu,FALSE,Kenya,FALSE
