,ID,location,location_l,location_near,location_country,lat,lon,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,total_spread,225_1,225_2,225_3,225_4,225_5,225_6,225_7,225_8,311_1,311_2,311_3,311_4,311_5,311_6,321_1,321_2,321_3,321_4,340_1,340_2,340_3,340_4,343_1,343_2,343_3,225_1_lat,225_2_lat,225_3_lat,225_4_lat,225_5_lat,225_6_lat,225_7_lat,225_8_lat,311_1_lat,311_2_lat,311_3_lat,311_4_lat,311_5_lat,311_6_lat,321_1_lat,321_2_lat,321_3_lat,321_4_lat,340_1_lat,340_2_lat,340_3_lat,340_4_lat,343_1_lat,343_2_lat,343_3_lat,225_1_lon,225_2_lon,225_3_lon,225_4_lon,225_5_lon,225_6_lon,225_7_lon,225_8_lon,311_1_lon,311_2_lon,311_3_lon,311_4_lon,311_5_lon,311_6_lon,321_1_lon,321_2_lon,321_3_lon,321_4_lon,340_1_lon,340_2_lon,340_3_lon,340_4_lon,343_1_lon,343_2_lon,343_3_lon
96,286668,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Niger ,Female,Other,4,Other (specify),No,Zabarma,Zabarma ,No,No,Yes,910.0884095282904,1.119929543192431,1529.989234311669,"('Kano', 'Dk', 'Nigeria')","('Zongo', 'Accra', 'Ghana')","('Sowutuom', 'Accra', 'Ghana')",,,,,,,,,,,,"('Sowutuom', 'Accra', 'Ghana')",,,,,,,,,,,8.5364136,-2.3231531000000003,-0.2788426,,,,,,,,,,,,-0.2788426,,,,,,,,,,,11.894838900000002,7.341319199999999,5.6237069,,,,,,,,,,,,5.6237069,,,,,,,,,,
97,283967,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dagomba,Dagbani,No,Yes,No,0.0,0.0,1504.9628934953043,"('Kumasi', 'Ejisu', 'Ghana')",,,,,,,,"('Savalugu', 'Tamale', 'Ghana')","('Savalugu', 'Tamale', 'Ghana')",,,,,,,,,,,,,"('Savalugu', 'Tamale', 'Ghana')",,,-1.6230403999999998,,,,,,,,-0.8423985999999999,-0.8423985999999999,,,,,,,,,,,,,-0.8423985999999999,,,6.698081,,,,,,,,9.4051992,9.4051992,,,,,,,,,,,,,9.4051992,,
98,290687,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana,Male,Casual employment/temporary worker,1,Casual employment/temporary worker,Yes,Frafra,Hausa,No,Yes,No,24.29828069852461,2.515623545433933,1502.934121699012,"('Kumasi', 'Kumasi', 'Ghana')","('Cape Coast', 'Cape Coast', 'Ghana')","('Bongo', 'Bolgatanga', 'Ghana')",,,,,,"('Bongo', 'Bolgatanga', 'Ghana')",,,,,,,,,,,,,,,,,-1.6230403999999998,-1.2430793,-0.8075062,,,,,,-0.8075062,,,,,,,,,,,,,,,,,6.698081,5.107467,10.9090802,,,,,,10.9090802,,,,,,,,,,,,,,,,
99,289962,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Ghana ,Female,Unemployed ,7,Unemployed,Yes,Frafra,Frafra ,No,Yes,No,228.9971020080548,5.855702818410766,1453.9732259156801,"('Kandiga', 'Navorongo', 'Ghana')","('Newtown', 'Accra', 'Ghana')","('Dk', 'Dk', 'United States')",,,,,,"('Kandiga', 'Navorongo', 'Ghana')",,,,,,,,,,,,,,,,,-0.9624477,-2.4420011,-97.1893341,,,,,,-0.9624477,,,,,,,,,,,,,,,,,10.897992599999998,5.8126502,38.8790615,,,,,,10.897992599999998,,,,,,,,,,,,,,,,
100,289108,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Mamprusi,Mampruli,No,Yes,No,,,1448.5317844098006,,,,,,,,,"('Gambaga', 'Tamale', 'Ghana')","('Savelugu', 'Tamale', 'Ghana')",,,,,,,,,"('Tamale', 'Tamale', 'Ghana')",,,,,,,,,,,,,,,-0.4381569999999999,-0.8258943000000001,,,,,,,,,-0.8423985999999999,,,,,,,,,,,,,,,10.53091,9.6260647,,,,,,,,,9.4051992,,,,,,
101,286624,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Nigeria,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Igbo,Igbo ,No,Yes,No,118.2095481587279,0.341766391169264,1444.934345552855,,,,,,,,,"('Balewa', 'Gusau', 'Nigeria')",,,,,,,,,,,,,,,,,,,,,,,,,10.52,,,,,,,,,,,,,,,,,,,,,,,,,12.9786,,,,,,,,,,,,,,,,
102,289526,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Burkina Faso,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Busanga,Busanga ,No,No,No,0.0,0.0,1418.4568287936818,"('Navrongo', 'Bolgatanga', 'Ghana')","('Kouba', 'Ouagadougou', 'Burkina Faso')",,,,,,,,,,,,,,,,,,,,,,,,-1.0883729,-4.338064,,,,,,,,,,,,,,,,,,,,,,,,10.8928117,11.892606,,,,,,,,,,,,,,,,,,,,,,,
103,284524,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Dagomba,Dagbani,No,Yes,Yes,24.026018182168173,0.0123687177286073,1409.1370193550094,"('Madina', 'Accra', 'Ghana')",,,,,,,,"('Savelugu', 'Tamale', 'Ghana')","('Savelugu', 'Tamale', 'Ghana')","('Savelugu', 'Tamale', 'Ghana')",,,,"('Madina', 'Accra', 'Ghana')",,,,,,,,,,,-0.1677052,,,,,,,,-0.8258943000000001,-0.8258943000000001,-0.8258943000000001,,,,-0.1677052,,,,,,,,,,,5.6864962,,,,,,,,9.6260647,9.6260647,9.6260647,,,,5.6864962,,,,,,,,,,
104,288626,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Mali,Female,Other,3,Other (specify),No,Gao,Zabarma ,No,No,No,1139.2302383253682,5.531755623336096,1408.6213364939485,"('Zongo', 'Accra', 'Ghana')","('Dk', 'Lome', 'Togo')","('Lartebiokorshie', 'Accra', 'Ghana')","('Dk', 'Niamey', 'Niger')",,,,,,,,,,,,,,,,,,,,,,-2.3231531000000003,1.215829,-0.2445067999999999,2.109823,,,,,,,,,,,,,,,,,,,,,,7.341319199999999,6.130419,5.5483316,13.524834,,,,,,,,,,,,,,,,,,,,,
105,289556,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Niger,Male,Working full-time (formal/informal sector),2,Voluntary worker (receive no money),No,Hausa,Hausa,No,Yes,No,0.0,0.0,1369.5952776398517,,,,,,,,,"('Birmin Konin', 'Zinder', 'Niger')",,,,,,,,,,,,,,,,,,,,,,,,,8.9891659,,,,,,,,,,,,,,,,,,,,,,,,,13.8063421,,,,,,,,,,,,,,,,
106,289058,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Togo,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Ewe,Ewe,No,Yes,Yes,4.363036731078751,0.0223253770856347,1361.1148099976194,"('Aflao', 'Ho', 'Ghana')","('Aflao', 'Ho', 'Ghana')",,,,,,,"('Lama Kara', 'Alembonda', 'Togo')","('Aflao', 'Ho', 'Ghana')",,,,,"('Aflao', 'Ho', 'Togo')",,,,"('Aflao', 'Ho', 'Ghana')","('Lama Kara', 'Alembonda', 'Togo')",,,"('Aflao', 'Ho', 'Ghana')",,,1.1914021,1.1914021,,,,,,,1.2145506,1.1914021,,,,,1.1991252,,,,1.1914021,1.2145506,,,1.1914021,,,6.116047099999999,6.116047099999999,,,,,,,6.1627496,6.116047099999999,,,,,6.1786099000000005,,,,6.116047099999999,6.1627496,,,6.116047099999999,,
107,288586,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Nigeria,Male,Casual employment/temporary worker,2,Casual employment/temporary worker,No,Yoruba,Yoruba,No,No,No,0.8879789798305637,0.0856599842542956,1345.3276908974813,"('Ikeja', 'Lagos', 'Nigeria')","('Kado', 'Abuja', 'Nigeria')",,,,,,,,,,,,,,,,,,,,,,,,3.3532040740949824,7.427440600000001,,,,,,,,,,,,,,,,,,,,,,,,6.6048591000000005,9.0906699,,,,,,,,,,,,,,,,,,,,,,,
108,286015,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dagomba,Dagbani ,No,Yes,No,0.9418486119011504,0.0009970603026629,1331.0092196243827,"('Elmina', 'Cape Coast', 'Ghana')","('Kintampo', 'Techiman', 'Ghana')",,,,,,,"('Sakasaka', 'Tamale', 'Ghana')",,,,,,,,,,"('Sakasaka', 'Tamale', 'Ghana')",,,,,,,-1.350578,-1.728919,,,,,,,-0.8398619,,,,,,,,,,-0.8398619,,,,,,,5.085879,8.053714,,,,,,,9.414167,,,,,,,,,,9.414167,,,,,,
109,289911,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Nigeria ,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Igbo,Igbo ,No,Yes,No,4413.397914081219,1.2565112408746115,1330.045821216613,"('Asokwa', 'Kumasi', 'Ghana')",,,,,,,,"('Badagry', 'Lagos', 'Nigeria')",,,,,,,,,,"('Ikeja', 'Lagos', 'Nigeria')",,,,"('Badagry', 'Lagos', 'Nigeria')",,,-1.6061047,,,,,,,,2.905843677644022,,,,,,,,,,3.3532040740949824,,,,2.905843677644022,,,6.686499799999999,,,,,,,,6.43932225,,,,,,,,,,6.6048591000000005,,,,6.43932225,,
110,289330,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),5,Self-employed (run small business/income generation project),Yes,Sissala,Sissali,No,Yes,No,563.1586496134096,4.754811023264061,1314.9419753330078,"('Kejetia', 'Kumasi', 'Ghana')","('Pong Tamale', 'Tamale', 'Ghana')",,,,,,,"('Tumu', 'Bolgatanga', 'Ghana')",,,,,,,,,,,,,,"('Kasoa', 'Accra', 'Ghana')",,,-1.6245873,-0.8319566999999999,,,,,,,-1.9859257,,,,,,,,,,,,,,-0.4374909999999999,,,6.6997586,9.690671,,,,,,,10.8753671,,,,,,,,,,,,,,5.532573,,
111,285456,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Niger,Female,Doing casual jobs,3,Doing casual jobs,No,Hausa,Hausa,No,Yes,Yes,900.564676499366,4.352813624474984,1307.763034629306,"('Bantama', 'Kumasi', 'Ghana')",,,,,,,,"('Kongou', 'Niamey', 'Niger')",,,,,,"('Bantama', 'Kumasi', 'Ghana')",,,,,,,,,,,-1.63486,,,,,,,,2.368881324318382,,,,,,-1.63486,,,,,,,,,,,6.7051319000000005,,,,,,,,13.24374695,,,,,,6.7051319000000005,,,,,,,,,,
112,289112,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Nigeria,Female,Working full-time (formal/informal sector),1,Other (specify),No,Yoruba,Yoruba,No,Yes,No,0.0,0.0,1296.0083143026902,"('Abuja', 'Abuja', 'Nigeria')",,,,,,,,"('Ikotun', 'Lagos', 'Nigeria')",,,,,,,,,,,,,,,,,7.4892974,,,,,,,,3.0884469,,,,,,,,,,,,,,,,,9.0643305,,,,,,,,6.4516092,,,,,,,,,,,,,,,,
113,284582,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Casual employment/temporary worker,2,Casual employment/temporary worker,Yes,Dangomba,Dagbani ,No,Yes,No,4.789744801191375,0.00067779709276,1289.7374375601125,,,,,,,,,"('Banvim', 'Tamale', 'Ghana')","('Banvim', 'Tamale', 'Ghana')","('Banvim', 'Tamale', 'Ghana')",,,,,,,,,,,,,,,,,,,,,,,-0.8381846,-0.8381846,-0.8381846,,,,,,,,,,,,,,,,,,,,,,,9.362291,9.362291,9.362291,,,,,,,,,,,,,,
114,286064,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Nigeria,Female,Casual employment/temporary worker,3,Casual employment/temporary worker,Yes,Yoruba,Yoruba,No,No,No,,,1288.4799486393322,"('Makola', 'Ibadan', 'Nigeria')","('nan', 'Port Harcourt', 'Nigeria')",,,,,,,,,,,,,,,,,,,,,,,,3.8972497,7.0188527,,,,,,,,,,,,,,,,,,,,,,,,7.3777462,4.7676576,,,,,,,,,,,,,,,,,,,,,,,
115,285477,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ivory Coast,Male,Doing casual jobs,3,Doing casual jobs,No,Bã©Tã©,Bã©Tã©,No,Yes,Yes,4252.403191677662,1.3881201554082836,1283.8932389064523,"('Riis Junction', 'Accra', 'Ghana')","('Nkawkaw', 'Kumasi', 'Ghana')","('Enchi', 'Kumasi', 'Ghana')",,,,,,"('Millionaire', 'Yamoussoukro', ""Côte d'Ivoire"")",,,,,,"('Enchi', 'Kumasi', 'Ghana')",,,,,,,,,,,-0.2012376,-0.7698109999999999,-2.8237051,,,,,,-5.273263,,,,,,-2.8237051,,,,,,,,,,,5.5571096,6.552795,5.8231755,,,,,,6.809107000000001,,,,,,5.8231755,,,,,,,,,,
116,289015,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Niger ,Male,Working part-time (formal/informal sector),2,Working part-time (formal/informal sector),No,Hausa,Hausa,No,Yes,No,0.0,0.0,1233.5689264950493,"('Zongo', 'Accra', 'Ghana')",,,,,,,,"('Zanderi', 'Niamey', 'Niger')",,,,,,,,,,,,,,,,,-2.3231531000000003,,,,,,,,2.109823,,,,,,,,,,,,,,,,,7.341319199999999,,,,,,,,13.524834,,,,,,,,,,,,,,,,
117,287712,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Nigeria ,Female,Other,1,Other (specify),No,Yoruba,Yoruba ,No,Yes,No,408.36940156794486,2.901701602346055,1226.0549885230712,,,,,,,,,"('Agege', 'Lagos', 'Nigeria')","('Agege', 'Lagos', 'Nigeria')","('Agege', 'Lagos', 'Nigeria')",,,,,,,,,,,,,,,,,,,,,,,3.3112092677026514,3.3112092677026514,3.3112092677026514,,,,,,,,,,,,,,,,,,,,,,,6.6252564,6.6252564,6.6252564,,,,,,,,,,,,,,
118,289889,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Nigeria ,Female,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),No,Igbo,Igbo,No,Yes,Yes,,,1222.0013200463757,"('Ablekuma', 'Accra', 'Ghana')",,,,,,,,"('Orlu', 'Owari', 'Nigeria')",,,,,,"('Lagos', 'Lagos', 'Nigeria')",,,,,,,,"('Haatso', 'Accra', 'Ghana')",,,-0.3135002999999999,,,,,,,,7.0409322202359785,,,,,,3.3941795,,,,,,,,-0.2033502,,,5.6279342,,,,,,,,5.8179105,,,,,,6.4550575,,,,,,,,5.6706808,,
119,283578,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Togo,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Kotokoli,Kotokoli,No,Yes,No,4.166783192522928,0.0016306220135631,1221.0101850009332,,,,,,,,,"('Tchalo', 'Sokode', 'Togo')","('Tchalo', 'Sokode', 'Togo')",,,,,,,,,"('Tchalo', 'Sokode', 'Togo')",,,,,,,,,,,,,,,1.1276149,1.1276149,,,,,,,,,1.1276149,,,,,,,,,,,,,,,8.9503825,8.9503825,,,,,,,,,8.9503825,,,,,,
120,288259,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Nigeria,Female,Unemployed ,2,University/technikon/correspondence student,No,Hausa,Hausa,No,No,Yes,,,1214.9262025375165,,,,,,,,,,,,,,,"('Miri', 'Bauchi', 'Nigeria')",,,,,,,,,,,,,,,,,,,,,,,,,9.784980699999998,,,,,,,,,,,,,,,,,,,,,,,,,10.330308,,,,,,,,,,
121,286550,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Nigeria ,Female,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Yoruba,Yoruba ,No,No,Yes,205.39906877526423,0.2827487989893669,1208.054128617433,"('Lagos', 'Lagos', 'Nigeria')",,,,,,,,,,,,,,"('Ikeja', 'Lagos', 'Nigeria')",,,,,,,,"('Ikeja', 'Lagos', 'Nigeria')",,,3.3941795,,,,,,,,,,,,,,3.3532040740949824,,,,,,,,3.3532040740949824,,,6.4550575,,,,,,,,,,,,,,6.6048591000000005,,,,,,,,6.6048591000000005,,
122,289361,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Casual employment/temporary worker,2,Casual employment/temporary worker,Yes,Dangomba,Dagbani,No,Yes,No,570.5217000774928,0.4953069492746853,1204.9929603535663,,,,,,,,,"('Navrongo', 'Bolgatanga', 'Ghana')","('Navrongo', 'Bolgatanga', 'Ghana')",,,,,,,,,,,,,,,,,,,,,,,,-1.0883729,-1.0883729,,,,,,,,,,,,,,,,,,,,,,,,10.8928117,10.8928117,,,,,,,,,,,,,,,
123,289083,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Mali,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Bambara,Songhay ,No,Yes,No,5.433514669836768,0.0018386142181978,1201.483522533546,,,,,,,,,"('Guintou', 'Gao', 'Mali')",,,,,,,,,,,,,,,,,,,,,,,,,-0.0206064,,,,,,,,,,,,,,,,,,,,,,,,,16.3272875,,,,,,,,,,,,,,,,
124,286518,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Nigeria,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),No,Yoruba,Yoruba,No,Yes,No,798.3540576327189,0.6958149060595716,1192.5859735991985,"('Igbesa', 'Lagos', 'Nigeria')",,,,,,,,"('Alese', 'Port Harcourt', 'Nigeria')",,,,,,,,,,,,,,,,,3.1365,,,,,,,,7.0188527,,,,,,,,,,,,,,,,,6.5305,,,,,,,,4.7676576,,,,,,,,,,,,,,,,
125,283396,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Bulisa,Bulisa,No,Yes,No,0.0,0.0,1182.875405419249,"('Nima', 'Accra', 'Ghana')",,,,,,,,"('Kanja', 'Sandema', 'Ghana')",,,,,,,,,,"('Kanja', 'Sandema', 'Ghana')",,,,,,,-0.1987685,,,,,,,,-1.2867191999999998,,,,,,,,,,-1.2867191999999998,,,,,,,5.5820252,,,,,,,,10.7353788,,,,,,,,,,10.7353788,,,,,,
126,287281,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Frafra,Frafra,No,Yes,No,,,1176.794453877277,"('Afton', 'New York', 'United States')","('Afton', 'New York', 'United States')",,,,,,,"('Navrongo', 'Bolgatanga', 'Ghana')",,,,,,,,,,,,,,"('Navrongo', 'Bolgatanga', 'Ghana')",,,-92.7835373,-92.7835373,,,,,,,-1.0883729,,,,,,,,,,,,,,-1.0883729,,,44.902745200000005,44.902745200000005,,,,,,,10.8928117,,,,,,,,,,,,,,10.8928117,,
127,286669,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Ghana,Male,Other,1,Casual employment/temporary worker,Yes,Frafra,Talensi,No,Yes,No,9.141318130478908,0.0068931771133797,1170.8148119145217,"('Teshie', 'Accra', 'Ghana')",,,,,,,,"('Tongo', 'Bolgatanga', 'Ghana')","('Tongo', 'Bolgatanga', 'Ghana')",,,,,,,,,,,,,,,,-0.1135104,,,,,,,,-0.8030292,-0.8030292,,,,,,,,,,,,,,,,5.5822343,,,,,,,,10.7080154,10.7080154,,,,,,,,,,,,,,,
128,282075,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana,Female,Working part-time (formal/informal sector),3,Working part-time (formal/informal sector),Yes,Bulsa,Buli,No,Yes,Yes,12.95172173629794,0.042864206490857,1147.0595097454075,"('Juaben', 'Koforidua', 'Ghana')","('Efijasi', 'Kumasi', 'Ghana')","('Ejusu', 'Kumasi', 'Ghana')",,,,,,,,,,,,"('Madina', 'Accra', 'Ghana')",,,,"('Madina', 'Accra', 'Ghana')",,,,"('Sandema', 'Navorongo', 'Ghana')",,,-1.4215086,-1.6230403999999998,-1.4633985,,,,,,,,,,,,-0.1677052,,,,-0.1677052,,,,-1.2867191999999998,,,6.815647900000001,6.698081,6.781034200000001,,,,,,,,,,,,5.6864962,,,,5.6864962,,,,10.7353788,,
129,287726,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana,Female,Unemployed ,4,Unemployed,Yes,Frafra Frafra,Frafra,No,No,Yes,142.75255800615565,0.0532208367367776,1126.7447527520412,"('Tongo', 'Bolgatanga', 'Ghana')",,,,,,,,,,,,,,"('Madina', 'Accra', 'Ghana')",,,,,,,,"('Tongo', 'Bolgatanga', 'Ghana')",,,-0.8030292,,,,,,,,,,,,,,-0.1677052,,,,,,,,-0.8030292,,,10.7080154,,,,,,,,,,,,,,5.6864962,,,,,,,,10.7080154,,
130,289097,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Doing casual jobs,3,Doing casual jobs,Yes,Dagomba,Dagbani,No,Yes,No,26.944882441330435,0.4159297269950341,1124.4012038806554,"('Kejetia', 'Kumasi', 'Ghana')",,,,,,,,"('Bole', 'Tamale', 'Ghana')",,,,,,,,,,,,,,"('Bole', 'Tamale', 'Ghana')",,,-1.6245873,,,,,,,,-2.4895105,,,,,,,,,,,,,,-2.4895105,,,6.6997586,,,,,,,,9.032484599999998,,,,,,,,,,,,,,9.032484599999998,,
131,288988,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Male,Doing casual jobs,3,Doing casual jobs,Yes,Mamprusi,Mampruli,No,Yes,No,410.8630271014033,4.794820383521396,1120.4384984451785,"('Savelugu', 'Tamale', 'Ghana')","('Mampong', 'Kumasi', 'Ghana')",,,,,,,"('Nanton', 'Tamale', 'Ghana')",,,,,,,,,,,,,,,,,-0.8258943000000001,-1.40425,,,,,,,-0.7300356,,,,,,,,,,,,,,,,,9.6260647,7.056139,,,,,,,9.5513539,,,,,,,,,,,,,,,,
132,285479,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Dangomba,Dagbani ,No,Yes,No,0.0,0.0,1119.8201051498224,"('Bantama', 'Kumasi', 'Ghana')",,,,,,,,"('Daire', 'Savelugu', 'Ghana')",,,,,,,,,,"('Daire', 'Savelugu', 'Ghana')",,,,,,,-1.63486,,,,,,,,-0.8258943000000001,,,,,,,,,,-0.8258943000000001,,,,,,,6.7051319000000005,,,,,,,,9.6260647,,,,,,,,,,9.6260647,,,,,,
133,287246,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Benin ,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),No,Aja,Fon,No,Yes,No,28.533505070652097,0.3127194301114985,1114.5470551076344,,,,,,,,,"('Abomey', 'Porto-Novo', 'Benin')","('Djougou', 'Porto-Novo', 'Benin')",,,,,,,,,"('Abomey', 'Porto-Novo', 'Benin')",,,,,,,,,,,,,,,1.9828803672675923,1.6651613999999997,,,,,,,,,1.9828803672675923,,,,,,,,,,,,,,,7.165446,9.7106683,,,,,,,,,7.165446,,,,,,
134,284578,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana,Female,Casual employment/temporary worker,2,Doing casual jobs,Yes,Mamprusi,Mamprusi,No,Yes,No,102.96885459564788,0.0438474563742041,1065.3057121146392,"('Agbogbloshie', 'Accra', 'Ghana')","('Adenta', 'Accra', 'Ghana')",,,,,,,"('Walewale', 'Tamale', 'Ghana')",,,,,,,,,,"('Walewale', 'Tamale', 'Ghana')",,,,,,,-0.2273039910169489,-0.1687965,,,,,,,-0.8022739999999999,,,,,,,,,,-0.8022739999999999,,,,,,,5.5538421,5.7041391,,,,,,,10.347691,,,,,,,,,,10.347691,,,,,,
135,284084,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Nigeria,Male,Working full-time (formal/informal sector),-3,Working full-time (formal/informal sector),No,Igbo,Igboze,No,Yes,Yes,,,1064.7248511967102,"('Madina', 'Madina', 'Ghana')",,,,,,,,"('Abuja', 'Abuja', 'Nigeria')",,,,,,"('Madina', 'Accra', 'Ghana')","('Abuja', 'Accra', 'Ghana')",,,"('Madina', 'Accra', 'Ghana')",,,,,,,-0.1677052,,,,,,,,7.4892974,,,,,,-0.1677052,-1.2852837842692306,,,-0.1677052,,,,,,,5.6864962,,,,,,,,9.0643305,,,,,,5.6864962,5.12136885,,,5.6864962,,,,,,
