,respondentID,birthyear,age,duration,interval,location_name,location_type,location_latlon,distance_from_origin_location_km,distance_from_previous_location_km,distance_from_properties_owned_km,mother_tongue,n_moves,work_type,employment_status,work_aspiration,financial_support,children,children_since_leaving,p_kmGeo,p_kmGrC,O_kmGeo,O_kmGrC,lat,lon
283377.0,283377,1989,32,,,"('Nyegiti', 'Kisii', 'Kenya')",origin,,,,,Ekegusii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Selling Farm Products,1000.0,Yes,2,,,,,,
283377.01,283377,1989,32,,,"('Mugendi', 'Kayole', 'Kenya')",1st migration location,,,,,Ekegusii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Selling Farm Products,1000.0,Yes,2,,,,,,
283377.02,283377,1989,32,,,,2nd migration location,,,,,Ekegusii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Selling Farm Products,1000.0,Yes,2,,,,,,
283377.03,283377,1989,32,,,,3rd migration location,,,,,Ekegusii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Selling Farm Products,1000.0,Yes,2,,,,,,
283377.04,283377,1989,32,,,,4th migration location,,,,,Ekegusii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Selling Farm Products,1000.0,Yes,2,,,,,,
283377.05,283377,1989,32,0,0,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",0,0,,Ekegusii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Selling Farm Products,1000.0,Yes,2,0,0,0,0,-1.2659842,36.916945500000004
283377.06,283377,1989,32,0,0,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",0.0,0.0,,Ekegusii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Selling Farm Products,1000.0,Yes,2,0.0,0.0,0.0,0.0,-1.2659842,36.916945500000004
283377.07,283377,1989,32,6,6,,aspiration 2-6 months,,,,,Ekegusii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Selling Farm Products,1000.0,Yes,2,,,,,,
283377.08,283377,1989,32,24,18,,planned move 2 yrs,,,,,Ekegusii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Selling Farm Products,1000.0,Yes,2,,,,,,
283377.09,283377,1989,32,120,96,,planned move 10 yrs,,,,,Ekegusii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Selling Farm Products,1000.0,Yes,2,,,,,,
283377.1,283377,1989,32,240,120,,planned move retirement,,,,,Ekegusii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Selling Farm Products,1000.0,Yes,2,,,,,,
283381.0,283381,1980,41,0,480,"('Shurukwe', 'Gwero', 'Zimbabwe')",origin,"(-26.338611, 28.151111)",0,0,,Ndebele,1,Unemployed,Self-employed (run small business/income generation project),Own My Business,,Yes,0,0,0,0,0,-26.338611,28.151111
283381.01,283381,1980,41,,,"('Katlehong', 'Germiston', 'South Africa')",1st migration location,,,,,Ndebele,1,Unemployed,Self-employed (run small business/income generation project),Own My Business,,Yes,0,,,,,,
283381.02,283381,1980,41,,,,2nd migration location,,,,,Ndebele,1,Unemployed,Self-employed (run small business/income generation project),Own My Business,,Yes,0,,,,,,
283381.03,283381,1980,41,,,,3rd migration location,,,,,Ndebele,1,Unemployed,Self-employed (run small business/income generation project),Own My Business,,Yes,0,,,,,,
283381.04,283381,1980,41,,,,4th migration location,,,,,Ndebele,1,Unemployed,Self-employed (run small business/income generation project),Own My Business,,Yes,0,,,,,,
283381.05,283381,1980,41,480,0,"('Katlehong', 'Johannesburg', 'South Africa')",current location,"(-26.338611, 28.151111)",0.0,0.0,,Ndebele,1,Unemployed,Self-employed (run small business/income generation project),Own My Business,,Yes,0,0.0,0.0,0.0,0.0,-26.338611,28.151111
283381.06,283381,1980,41,488,8,"('Katlehong', 'Johannesburg', 'South Africa')",current location,"(-26.338611, 28.151111)",0.0,0.0,,Ndebele,1,Unemployed,Self-employed (run small business/income generation project),Own My Business,,Yes,0,0.0,0.0,0.0,0.0,-26.338611,28.151111
283381.07,283381,1980,41,494,6,,aspiration 2-6 months,,,,,Ndebele,1,Unemployed,Self-employed (run small business/income generation project),Own My Business,,Yes,0,,,,,,
283381.08,283381,1980,41,512,18,,planned move 2 yrs,,,,,Ndebele,1,Unemployed,Self-employed (run small business/income generation project),Own My Business,,Yes,0,,,,,,
283381.09,283381,1980,41,608,96,,planned move 10 yrs,,,,,Ndebele,1,Unemployed,Self-employed (run small business/income generation project),Own My Business,,Yes,0,,,,,,
283381.1,283381,1980,41,728,120,,planned move retirement,,,,,Ndebele,1,Unemployed,Self-employed (run small business/income generation project),Own My Business,,Yes,0,,,,,,
283382.0,283382,1986,35,0,7,"('Chitungwiza', 'Harare', 'Zimbabwe')",origin,"(-18.0143462, 31.072673699999996)",0,0,,Shona,3,Unemployed,Unemployed ,Physiotherapy,1500.0,Yes,0,0,0,0,0,-18.0143462,31.072673699999996
283382.01,283382,1986,35,7,3,"('Moloto', 'Pretoria', 'South Africa')",1st migration location,"(-25.465555600000002, 28.6383333)",862.5570404133592,862.5570404133592,,Shona,3,Unemployed,Unemployed ,Physiotherapy,1500.0,Yes,0,862.5570404133592,865.7719197611145,862.5570404133592,865.7719197611145,-25.465555600000002,28.6383333
283382.02,283382,1986,35,10,3,"('Katlehong', 'Germiston', 'South Africa')",2nd migration location,"(-26.338611, 28.151111)",969.6519935287084,108.3448119641291,,Shona,3,Unemployed,Unemployed ,Physiotherapy,1500.0,Yes,0,108.3448119641291,108.62489344067774,969.6519935287084,973.1524453091882,-26.338611,28.151111
283382.03,283382,1986,35,,,,3rd migration location,,,,,Shona,3,Unemployed,Unemployed ,Physiotherapy,1500.0,Yes,0,,,,,,
283382.04,283382,1986,35,,,,4th migration location,,,,,Shona,3,Unemployed,Unemployed ,Physiotherapy,1500.0,Yes,0,,,,,,
283382.05,283382,1986,35,13,0,"('Katlehong', 'Johannesburg', 'South Africa')",current location,"(-26.338611, 28.151111)",969.6519935287084,0.0,,Shona,3,Unemployed,Unemployed ,Physiotherapy,1500.0,Yes,0,0.0,0.0,969.6519935287084,973.1524453091882,-26.338611,28.151111
283382.06,283382,1986,35,15,2,"('Katlehong', 'Johannesburg', 'South Africa')",current location,"(-26.338611, 28.151111)",969.6519935287084,0.0,,Shona,3,Unemployed,Unemployed ,Physiotherapy,1500.0,Yes,0,0.0,0.0,969.6519935287084,973.1524453091882,-26.338611,28.151111
283382.07,283382,1986,35,21,6,,aspiration 2-6 months,,,,,Shona,3,Unemployed,Unemployed ,Physiotherapy,1500.0,Yes,0,,,,,,
283382.08,283382,1986,35,39,18,,planned move 2 yrs,,,,,Shona,3,Unemployed,Unemployed ,Physiotherapy,1500.0,Yes,0,,,,,,
283382.09,283382,1986,35,135,96,,planned move 10 yrs,,,,,Shona,3,Unemployed,Unemployed ,Physiotherapy,1500.0,Yes,0,,,,,,
283382.1,283382,1986,35,255,120,,planned move retirement,,,,,Shona,3,Unemployed,Unemployed ,Physiotherapy,1500.0,Yes,0,,,,,,
283394.0,283394,1982,39,,,"('Buchinga', 'Kakamega', 'Kenya')",origin,,,,,Lughya,4,Doing casual jobs,Doing casual jobs,Hotelier,500.0,Yes,1,,,,,,
283394.01,283394,1982,39,,,"('Busia', 'Busia', 'Kenya')",1st migration location,,,,,Lughya,4,Doing casual jobs,Doing casual jobs,Hotelier,500.0,Yes,1,,,,,,
283394.02,283394,1982,39,,,"('Machakos', 'Machakos', 'Kenya')",2nd migration location,,,,,Lughya,4,Doing casual jobs,Doing casual jobs,Hotelier,500.0,Yes,1,,,,,,
283394.03,283394,1982,39,,,"('Kayole', 'Nairobi', 'Kenya')",3rd migration location,,,,,Lughya,4,Doing casual jobs,Doing casual jobs,Hotelier,500.0,Yes,1,,,,,,
283394.04,283394,1982,39,,,,4th migration location,,,,,Lughya,4,Doing casual jobs,Doing casual jobs,Hotelier,500.0,Yes,1,,,,,,
283394.05,283394,1982,39,0,0,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",0,0,,Lughya,4,Doing casual jobs,Doing casual jobs,Hotelier,500.0,Yes,1,0,0,0,0,-1.2659842,36.916945500000004
283394.06,283394,1982,39,48,48,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",0.0,0.0,,Lughya,4,Doing casual jobs,Doing casual jobs,Hotelier,500.0,Yes,1,0.0,0.0,0.0,0.0,-1.2659842,36.916945500000004
283394.07,283394,1982,39,54,6,,aspiration 2-6 months,,,,,Lughya,4,Doing casual jobs,Doing casual jobs,Hotelier,500.0,Yes,1,,,,,,
283394.08,283394,1982,39,72,18,,planned move 2 yrs,,,,,Lughya,4,Doing casual jobs,Doing casual jobs,Hotelier,500.0,Yes,1,,,,,,
283394.09,283394,1982,39,168,96,,planned move 10 yrs,,,,,Lughya,4,Doing casual jobs,Doing casual jobs,Hotelier,500.0,Yes,1,,,,,,
283394.1,283394,1982,39,288,120,,planned move retirement,,,,,Lughya,4,Doing casual jobs,Doing casual jobs,Hotelier,500.0,Yes,1,,,,,,
283396.0,283396,1997,24,,,"('Kanja', 'Sandema', 'Ghana')",origin,,,,,Bulisa,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,200.0,No,-1,,,,,,
283396.01,283396,1997,24,,,,1st migration location,,,,,Bulisa,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,200.0,No,-1,,,,,,
283396.02,283396,1997,24,,,,2nd migration location,,,,,Bulisa,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,200.0,No,-1,,,,,,
283396.03,283396,1997,24,,,,3rd migration location,,,,,Bulisa,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,200.0,No,-1,,,,,,
283396.04,283396,1997,24,,,,4th migration location,,,,,Bulisa,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,200.0,No,-1,,,,,,
283396.05,283396,1997,24,0,0,"('Old Fadama', 'Accra', 'Ghana')",current location,"(5.5488671, -0.22252159999999999)",0,0,,Bulisa,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,200.0,No,-1,0,0,0,0,5.5488671,-0.22252159999999999
283396.06,283396,1997,24,72,72,"('Old Fadama', 'Accra', 'Ghana')",current location,"(5.5488671, -0.22252159999999999)",0.0,0.0,,Bulisa,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,200.0,No,-1,0.0,0.0,0.0,0.0,5.5488671,-0.22252159999999999
283396.07,283396,1997,24,78,6,,aspiration 2-6 months,,,,,Bulisa,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,200.0,No,-1,,,,,,
283396.08,283396,1997,24,96,18,,planned move 2 yrs,,,,,Bulisa,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,200.0,No,-1,,,,,,
283396.09,283396,1997,24,192,96,,planned move 10 yrs,,,,,Bulisa,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,200.0,No,-1,,,,,,
283396.1,283396,1997,24,312,120,,planned move retirement,,,,,Bulisa,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,200.0,No,-1,,,,,,
283398.0,283398,1989,32,0,228,"('Tabaka', 'Kisii', 'Kenya')",origin,"(-0.749763, 34.666467600000004)",0,0,,Kisii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business,,Yes,3,0,0,0,0,-0.749763,34.666467600000004
283398.01,283398,1989,32,228,156,"('Kayole', 'Nairobi', 'Kenya')",1st migration location,"(-1.2659842, 36.916945500000004)",256.9043075883153,256.9043075883153,,Kisii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business,,Yes,3,256.9043075883153,256.702553619813,256.9043075883153,256.702553619813,-1.2659842,36.916945500000004
283398.02,283398,1989,32,,,,2nd migration location,,,,,Kisii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business,,Yes,3,,,,,,
283398.03,283398,1989,32,,,,3rd migration location,,,,,Kisii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business,,Yes,3,,,,,,
283398.04,283398,1989,32,,,,4th migration location,,,,,Kisii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business,,Yes,3,,,,,,
283398.05,283398,1989,32,384,0,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",256.9043075883153,0.0,,Kisii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business,,Yes,3,0.0,0.0,256.9043075883153,256.702553619813,-1.2659842,36.916945500000004
283398.06,283398,1989,32,857,473,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",256.9043075883153,0.0,,Kisii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business,,Yes,3,0.0,0.0,256.9043075883153,256.702553619813,-1.2659842,36.916945500000004
283398.07,283398,1989,32,863,6,,aspiration 2-6 months,,,,,Kisii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business,,Yes,3,,,,,,
283398.08,283398,1989,32,881,18,,planned move 2 yrs,,,,,Kisii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business,,Yes,3,,,,,,
283398.09,283398,1989,32,977,96,,planned move 10 yrs,,,,,Kisii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business,,Yes,3,,,,,,
283398.1,283398,1989,32,1097,120,,planned move retirement,,,,,Kisii,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business,,Yes,3,,,,,,
283412.0,283412,1991,30,0,146,"('Kwesimentem', 'Takoradi', 'Ghana')",origin,"(4.9140584, -1.7869306)",0,0,,Twi,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Entrepreneur,100.0,Yes,1,0,0,0,0,4.9140584,-1.7869306
283412.01,283412,1991,30,146,51,"('Tarkwa', 'Takoradi', 'Ghana')",1st migration location,"(5.310935, -1.9924259999999998)",49.450055232504695,49.450055232504695,,Twi,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Entrepreneur,100.0,Yes,1,49.450055232504695,49.65378998864425,49.450055232504695,49.65378998864425,5.310935,-1.9924259999999998
283412.02,283412,1991,30,197,76,"('Mamprobi', 'Agbobloshie', 'Ghana')",2nd migration location,"(5.5356856, -0.24027310000000002)",184.72818518322154,195.76536307378655,,Twi,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Entrepreneur,100.0,Yes,1,195.76536307378655,195.5618550276994,184.72818518322154,184.68787422816666,5.5356856,-0.24027310000000002
283412.03,283412,1991,30,273,84,"('Old Fadama', 'Agbobloshie', 'Ghana')",3rd migration location,"(5.5488671, -0.22252159999999999)",187.09652387747124,2.4481721307286284,,Twi,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Entrepreneur,100.0,Yes,1,2.4481721307286284,2.451160317525521,187.09652387747124,187.05856138450966,5.5488671,-0.22252159999999999
283412.04,283412,1991,30,,,,4th migration location,,,,,Twi,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Entrepreneur,100.0,Yes,1,,,,,,
283412.05,283412,1991,30,357,0,"('Old Fadama', 'Accra', 'Ghana')",current location,"(5.5488671, -0.22252159999999999)",187.09652387747124,0.0,,Twi,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Entrepreneur,100.0,Yes,1,0.0,0.0,187.09652387747124,187.05856138450966,5.5488671,-0.22252159999999999
283412.06,283412,1991,30,513,156,"('Old Fadama', 'Accra', 'Ghana')",current location,"(5.5488671, -0.22252159999999999)",187.09652387747124,0.0,,Twi,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Entrepreneur,100.0,Yes,1,0.0,0.0,187.09652387747124,187.05856138450966,5.5488671,-0.22252159999999999
283412.07,283412,1991,30,519,6,,aspiration 2-6 months,,,,,Twi,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Entrepreneur,100.0,Yes,1,,,,,,
283412.08,283412,1991,30,537,18,,planned move 2 yrs,,,,,Twi,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Entrepreneur,100.0,Yes,1,,,,,,
283412.09,283412,1991,30,633,96,,planned move 10 yrs,,,,,Twi,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Entrepreneur,100.0,Yes,1,,,,,,
283412.1,283412,1991,30,753,120,,planned move retirement,,,,,Twi,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Entrepreneur,100.0,Yes,1,,,,,,
283422.0,283422,1975,46,0,384,"('Aja', 'Cotonou', 'Benin')",origin,"(6.3676953, 2.4252507000000003)",0,0,,Gbe,3,Other (specify),Self-employed (run small business/income generation project),Petty Trading,200.0,Yes,1,0,0,0,0,6.3676953,2.4252507000000003
283422.01,283422,1975,46,384,96,"('Ashaiman', 'Tema', 'Ghana')",1st migration location,"(5.694385, -0.029529000000000003)",281.77641019979507,281.77641019979507,,Gbe,3,Other (specify),Self-employed (run small business/income generation project),Petty Trading,200.0,Yes,1,281.77641019979507,281.5824889085268,281.77641019979507,281.5824889085268,5.694385,-0.029529000000000003
283422.02,283422,1975,46,480,62,"('Jamestown', 'Accra', 'Ghana')",2nd migration location,"(5.535796599999999, -0.21036370000000001)",305.97883724423184,26.62598915979443,,Gbe,3,Other (specify),Self-employed (run small business/income generation project),Petty Trading,200.0,Yes,1,26.62598915979443,26.672541167921032,305.97883724423184,305.8106205768089,5.535796599999999,-0.21036370000000001
283422.03,283422,1975,46,,,,3rd migration location,,,,,Gbe,3,Other (specify),Self-employed (run small business/income generation project),Petty Trading,200.0,Yes,1,,,,,,
283422.04,283422,1975,46,,,,4th migration location,,,,,Gbe,3,Other (specify),Self-employed (run small business/income generation project),Petty Trading,200.0,Yes,1,,,,,,
283422.05,283422,1975,46,542,0,"('James Town', 'Accra', 'Ghana')",current location,"(5.535796599999999, -0.21036370000000001)",305.97883724423184,0.0,,Gbe,3,Other (specify),Self-employed (run small business/income generation project),Petty Trading,200.0,Yes,1,0.0,0.0,305.97883724423184,305.8106205768089,5.535796599999999,-0.21036370000000001
283422.06,283422,1975,46,638,96,"('James Town', 'Accra', 'Ghana')",current location,"(5.535796599999999, -0.21036370000000001)",305.97883724423184,0.0,,Gbe,3,Other (specify),Self-employed (run small business/income generation project),Petty Trading,200.0,Yes,1,0.0,0.0,305.97883724423184,305.8106205768089,5.535796599999999,-0.21036370000000001
283422.07,283422,1975,46,644,6,,aspiration 2-6 months,,,,,Gbe,3,Other (specify),Self-employed (run small business/income generation project),Petty Trading,200.0,Yes,1,,,,,,
283422.08,283422,1975,46,662,18,,planned move 2 yrs,,,,,Gbe,3,Other (specify),Self-employed (run small business/income generation project),Petty Trading,200.0,Yes,1,,,,,,
283422.09,283422,1975,46,758,96,,planned move 10 yrs,,,,,Gbe,3,Other (specify),Self-employed (run small business/income generation project),Petty Trading,200.0,Yes,1,,,,,,
283422.1,283422,1975,46,878,120,,planned move retirement,,,,,Gbe,3,Other (specify),Self-employed (run small business/income generation project),Petty Trading,200.0,Yes,1,,,,,,
283430.0,283430,1990,31,0,300,"('Milembe', 'Milembe', 'Democratic Republic Of The Congo')",origin,"(-1.2659842, 36.916945500000004)",0,0,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Tailoring,1000.0,No,-1,0,0,0,0,-1.2659842,36.916945500000004
283430.01,283430,1990,31,,,"('Kayole', 'Nairobi', 'Kenya')",1st migration location,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Tailoring,1000.0,No,-1,,,,,,
283430.02,283430,1990,31,,,,2nd migration location,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Tailoring,1000.0,No,-1,,,,,,
283430.03,283430,1990,31,,,,3rd migration location,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Tailoring,1000.0,No,-1,,,,,,
283430.04,283430,1990,31,,,,4th migration location,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Tailoring,1000.0,No,-1,,,,,,
283430.05,283430,1990,31,300,0,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",0.0,0.0,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Tailoring,1000.0,No,-1,0.0,0.0,0.0,0.0,-1.2659842,36.916945500000004
283430.06,283430,1990,31,339,39,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",0.0,0.0,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Tailoring,1000.0,No,-1,0.0,0.0,0.0,0.0,-1.2659842,36.916945500000004
283430.07,283430,1990,31,345,6,,aspiration 2-6 months,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Tailoring,1000.0,No,-1,,,,,,
283430.08,283430,1990,31,363,18,,planned move 2 yrs,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Tailoring,1000.0,No,-1,,,,,,
283430.09,283430,1990,31,459,96,,planned move 10 yrs,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Tailoring,1000.0,No,-1,,,,,,
283430.1,283430,1990,31,579,120,,planned move retirement,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Tailoring,1000.0,No,-1,,,,,,
283432.0,283432,1988,33,0,204,"('Mnyonyo', 'Kampala', 'Uganda')",origin,"(-1.2818728000000001, 36.899339700000006)",0,0,,Kiganda,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Management,2000.0,Yes,3,0,0,0,0,-1.2818728000000001,36.899339700000006
283432.01,283432,1988,33,204,12,"('Umoja', 'Nairobi', 'Kenya')",1st migration location,"(-1.2659842, 36.916945500000004)",2.6316959876558803,2.6316959876558803,,Kiganda,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Management,2000.0,Yes,3,2.6316959876558803,2.6366570009299424,2.6316959876558803,2.6366570009299424,-1.2659842,36.916945500000004
283432.02,283432,1988,33,,,"('Kasgunga', 'Mbita', 'Kenya')",2nd migration location,,,,,Kiganda,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Management,2000.0,Yes,3,,,,,,
283432.03,283432,1988,33,,,"('Kayole', 'Nairobi', 'Kenya')",3rd migration location,,,,,Kiganda,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Management,2000.0,Yes,3,,,,,,
283432.04,283432,1988,33,,,,4th migration location,,,,,Kiganda,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Management,2000.0,Yes,3,,,,,,
283432.05,283432,1988,33,216,0,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",2.6316959876558803,0.0,,Kiganda,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Management,2000.0,Yes,3,0.0,0.0,2.6316959876558803,2.6366570009299424,-1.2659842,36.916945500000004
283432.06,283432,1988,33,216,0,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",2.6316959876558803,0.0,,Kiganda,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Management,2000.0,Yes,3,0.0,0.0,2.6316959876558803,2.6366570009299424,-1.2659842,36.916945500000004
283432.07,283432,1988,33,222,6,,aspiration 2-6 months,,,,,Kiganda,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Management,2000.0,Yes,3,,,,,,
283432.08,283432,1988,33,240,18,,planned move 2 yrs,,,,,Kiganda,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Management,2000.0,Yes,3,,,,,,
283432.09,283432,1988,33,336,96,,planned move 10 yrs,,,,,Kiganda,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Management,2000.0,Yes,3,,,,,,
283432.1,283432,1988,33,456,120,,planned move retirement,,,,,Kiganda,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Management,2000.0,Yes,3,,,,,,
283433.0,283433,1986,35,0,302,"('Masogo', 'Kisumu', 'Kenya')",origin,"(-0.15161970000000002, 34.9273851)",0,0,,Dholuo,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Doctor,,Yes,1,0,0,0,0,-0.15161970000000002,34.9273851
283433.01,283433,1986,35,302,24,"('Umoja I', 'Nairobi', 'Kenya')",1st migration location,"(-1.2818728000000001, 36.899339700000006)",252.58256307590557,252.58256307590557,,Dholuo,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Doctor,,Yes,1,252.58256307590557,252.71739736679362,252.58256307590557,252.71739736679362,-1.2818728000000001,36.899339700000006
283433.02,283433,1986,35,326,99,"('Kayole', 'Nairobi', 'Kenya')",2nd migration location,"(-1.2659842, 36.916945500000004)",253.42896102732942,2.6316959876558803,,Dholuo,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Doctor,,Yes,1,2.6316959876558803,2.6366570009299424,253.42896102732942,253.5498619003712,-1.2659842,36.916945500000004
283433.03,283433,1986,35,,,,3rd migration location,,,,,Dholuo,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Doctor,,Yes,1,,,,,,
283433.04,283433,1986,35,,,,4th migration location,,,,,Dholuo,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Doctor,,Yes,1,,,,,,
283433.05,283433,1986,35,425,0,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",253.42896102732942,0.0,,Dholuo,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Doctor,,Yes,1,0.0,0.0,253.42896102732942,253.5498619003712,-1.2659842,36.916945500000004
283433.06,283433,1986,35,548,123,"('Kayole', 'Nairobi', 'Kenya')",current location,"(-1.2659842, 36.916945500000004)",253.42896102732942,0.0,,Dholuo,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Doctor,,Yes,1,0.0,0.0,253.42896102732942,253.5498619003712,-1.2659842,36.916945500000004
283433.07,283433,1986,35,554,6,,aspiration 2-6 months,,,,,Dholuo,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Doctor,,Yes,1,,,,,,
283433.08,283433,1986,35,572,18,,planned move 2 yrs,,,,,Dholuo,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Doctor,,Yes,1,,,,,,
283433.09,283433,1986,35,668,96,,planned move 10 yrs,,,,,Dholuo,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Doctor,,Yes,1,,,,,,
283433.1,283433,1986,35,788,120,,planned move retirement,,,,,Dholuo,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Doctor,,Yes,1,,,,,,
283442.0,283442,1985,36,,,"('Ouahiouya', 'Ouagadougou', 'Ghana')",origin,,,,,Mossi,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Having Huge Animal Farm,500.0,Yes,2,,,,,,
283442.01,283442,1985,36,,,,1st migration location,,,,,Mossi,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Having Huge Animal Farm,500.0,Yes,2,,,,,,
283442.02,283442,1985,36,,,,2nd migration location,,,,,Mossi,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Having Huge Animal Farm,500.0,Yes,2,,,,,,
