index,203b_theme,205c_theme,207b_theme,210b_theme,215_theme,217_theme,count
282642,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
282647,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282648,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282649,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
282651,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282652,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282653,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282656,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282658,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282659,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282660,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282661,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282662,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282663,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282664,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282665,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282666,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282667,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282668,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282669,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282670,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282671,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282672,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282678,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282679,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282680,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282684,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282691,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282695,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282700,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282701,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282702,Work,Housing,Work,Kin,(No Answer),(No Answer),1
282703,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282713,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282717,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282718,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282719,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282729,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282732,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282735,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282739,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282753,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282759,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282763,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282766,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282775,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282800,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282812,Kin,Housing,Housing,Housing,(No Answer),(No Answer),1
282885,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282910,Work,Housing,Housing,(No Answer),(No Answer),(No Answer),1
282915,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
282916,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283031,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283032,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283236,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283241,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283242,Kin,Education,Education,(No Answer),(No Answer),(No Answer),1
283243,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283247,Kin,Housing,Housing,(No Answer),(No Answer),(No Answer),1
283248,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283249,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
283257,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283259,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283264,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283266,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283269,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283270,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283273,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283276,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283277,Work,Work,Work,Housing,(No Answer),(No Answer),1
283283,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283290,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283291,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283302,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283304,Work,Work,Kin,(No Answer),(No Answer),(No Answer),1
283305,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283309,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283312,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283320,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283323,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283327,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283330,Work,Work,Work,Work,(No Answer),(No Answer),1
283336,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283337,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283339,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283341,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283343,Work,Work,Work,Housing,(No Answer),(No Answer),1
283344,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283347,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283348,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283350,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
283354,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283358,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283359,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283364,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283365,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283366,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283367,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283368,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283369,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283370,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283371,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283372,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283373,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283374,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283375,Education,Education,Restart,(No Answer),(No Answer),(No Answer),1
283377,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283380,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283381,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283382,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
283391,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283394,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283396,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283398,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283410,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283412,Education,Kin,Work,(No Answer),(No Answer),(No Answer),1
283422,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283430,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283432,Work,Kin,Kin,Work,(No Answer),(No Answer),1
283433,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
283442,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283444,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283450,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283460,Education,Work,Work,(No Answer),(No Answer),(No Answer),1
283461,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283465,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283470,Work,Work,Work,Housing,(No Answer),(No Answer),1
283476,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283498,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283514,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283515,Housing,Work,Work,(No Answer),(No Answer),(No Answer),1
283516,Kin,Kin,Kin,Kin,Education,Housing,1
283533,Work,Work,Work,Work,(No Answer),(No Answer),1
283571,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
283577,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283578,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283579,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283583,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283589,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283592,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283606,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283607,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283608,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283609,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283610,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283688,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283689,Housing,Work,Work,(No Answer),(No Answer),(No Answer),1
283690,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283691,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283849,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
283853,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283864,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283865,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283866,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283868,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283869,Work,Restart,Work,Work,Housing,Work,1
283870,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
283871,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283875,Work,Housing,Work,(No Answer),(No Answer),(No Answer),1
283878,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283888,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283890,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283891,Work,Housing,Housing,(No Answer),(No Answer),(No Answer),1
283895,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283896,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283900,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283903,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283909,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283917,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283920,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283922,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283926,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283933,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283943,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283944,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
283945,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283946,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283947,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283948,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283949,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283952,Safety,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283956,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283959,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283962,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283964,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283967,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283970,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283974,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283975,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283976,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283981,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283987,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283990,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283991,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283992,Work,Housing,Housing,Work,(No Answer),(No Answer),1
283994,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
283998,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284000,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284003,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284004,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284007,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284008,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284009,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284011,Kin,Housing,Work,Work,Work,Work,1
284020,Education,Kin,Kin,Education,Kin,Education,1
284021,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284023,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284028,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284030,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284037,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284044,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284047,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284048,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284049,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284050,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284051,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284052,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284053,Kin,Kin,Housing,Housing,Housing,Remain,1
284054,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284055,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284056,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284057,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284060,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284068,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284075,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284084,Work,Housing,Work,(No Answer),(No Answer),(No Answer),1
284085,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284088,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284089,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284124,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284135,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284137,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284147,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284149,Education,Work,Work,Work,Work,Work,1
284151,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284155,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284156,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284157,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284158,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284343,Education,Kin,Work,(No Answer),(No Answer),(No Answer),1
284351,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284353,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284360,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284364,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284365,Education,Housing,Housing,Education,(No Answer),(No Answer),1
284366,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284367,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284368,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284371,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284375,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284378,Work,Work,Work,Work,(No Answer),(No Answer),1
284379,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284382,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284383,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284384,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284388,Work,Safety,Work,Work,Work,Remain,1
284389,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284393,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284395,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
284397,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284398,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284400,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284401,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284402,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284403,Education,Work,Work,(No Answer),(No Answer),(No Answer),1
284405,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284406,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284407,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284413,Education,Work,Work,Work,(No Answer),(No Answer),1
284414,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284419,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284420,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284421,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284423,Work,Restart,Work,Housing,(No Answer),(No Answer),1
284424,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284425,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284428,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284432,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284433,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284434,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284438,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284439,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
284440,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284441,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284444,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284445,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284446,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284447,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284448,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284449,Kin,Education,Education,Education,(No Answer),(No Answer),1
284450,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284451,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284454,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284455,Education,Kin,Kin,(No Answer),(No Answer),(No Answer),1
284456,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284457,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284458,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284462,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284463,Kin,Kin,Kin,Kin,(No Answer),(No Answer),1
284464,Kin,Work,Work,Work,(No Answer),(No Answer),1
284465,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284467,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284468,Education,Education,Education,Work,Work,Work,1
284472,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284473,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284474,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284477,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284481,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284484,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284486,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284487,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284491,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284496,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284498,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284499,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284502,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284503,Work,Work,Work,Kin,(No Answer),(No Answer),1
284504,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284512,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284517,Education,Work,Work,(No Answer),(No Answer),(No Answer),1
284524,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284530,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284532,Education,Work,Work,Housing,(No Answer),(No Answer),1
284536,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284537,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284538,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284573,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284577,Education,Education,Work,(No Answer),(No Answer),(No Answer),1
284578,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284579,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284582,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284584,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284588,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284606,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284610,Work,Work,Work,Housing,Work,(No Answer),1
284611,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284615,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284896,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
284898,Work,Work,Work,Work,(No Answer),(No Answer),1
284945,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284947,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
284949,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284958,Work,Housing,Kin,Work,Work,(No Answer),1
284961,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284963,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284966,Kin,Kin,Work,(No Answer),(No Answer),(No Answer),1
284997,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
284998,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285004,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285006,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285007,Work,Housing,Work,(No Answer),(No Answer),(No Answer),1
285011,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285022,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285023,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285024,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285027,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285070,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285073,Kin,Kin,Work,Work,(No Answer),(No Answer),1
285079,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285081,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
285083,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285092,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
285094,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
