,Unnamed: 0,ID,ID_ordered,location,dist,azimuth,lat,lon,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,Q100_1,Q100_1_URX,Q100_1_URUN,Q100_1_URACMS,Q100_1_URXc,Non-Urban City,Non-Urban Town,Non-Urban Village,Unclassified City,Unclassified Town,Unclassified Village,Urban City,Urban Town,Urban Village
314,910,282585,282585.0,"('Kisii', 'Kisii', 'Kenya')",244.6704934703621,2.9430150071713053,34.75398551201732,-0.73894255,100,244.6704934703621,moves200,Kisii,Kisii,Kenya,Nairobi,Kayole,Kenya ,Male,Casual employment/temporary worker,2,Casual employment/temporary worker,Yes,Kisii,Kisii,No,No,Yes,222.34462582588876,2.073161289274653,"('Kisii', 'Kisii', 'Kenya')",Urban Village,Urban,Village,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0
315,915,282589,282589.0,"('Kigali', 'Kigali', 'Rwanda')",763.0140806216176,-3.0547274153901247,30.061507,-1.950851,100,763.0140806216176,moves200,Kigali,Kigali,Rwanda,Nairobi,Kayole,Rwanda,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Tutsi,Kinyarwanda,No,Yes,No,0.0,0.0,"('Kigali', 'Kigali', 'Rwanda')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
316,917,282599,282599.0,"('Wote', 'Wote', 'Kenya')",91.24999928842868,-0.5207872917754484,37.62903529999999,-1.7803167000000002,100,91.24999928842868,moves200,Wote,Wote,Kenya,Nairobi,Kayole,Kenya,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Kamba,Kikamba,No,Yes,No,13.5664338983116,1.2333259401898873,"('Wote', 'Wote', 'Kenya')",Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
317,919,282600,282600.0,"('Giyani', 'Giyani', 'South Africa')",409.1999403625071,0.7863705139052295,30.725556,-23.315278,100,409.1999403625071,moves200,Giyani,Giyani,South Africa,Johannesburg,Katlehong ,South Africa,Female,Unemployed ,0,Unemployed,Yes,Tsonga,Tsonga,No,No,No,,,"('Giyani', 'Giyani', 'South Africa')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
318,921,282601,282601.0,"('nan', 'Block', 'Kenya')",384.4201514602824,-0.6392756737203481,39.66668252461726,-3.9381813,100,384.4201514602824,moves200,,Block,Kenya,Nairobi,Kayole,Kenya,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Kikuyu,Kikuyu,No,No,Yes,,,"('nan', 'Block', 'Kenya')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
319,924,282602,282602.0,"('Chipinge', 'Chipinge', 'Zimbabwe')",722.7443726292634,0.8408678505248747,32.378684744963536,-20.6177688,100,722.7443726292634,moves200,Chipinge,Chipinge,Zimbabwe,Johannesburg,Katlehong ,Zimbabwe,Female,Working part-time (formal/informal sector),1,Doing casual jobs,No,Shona,Shona,No,Yes,No,0.0,0.0,"('Chipinge', 'Chipinge', 'Zimbabwe')",Non-Urban Town,Non-Urban,Town,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,926,282607,282607.0,"('Kigoma', 'Kigoma', 'Tanzania')",823.7363326801564,-2.7505756223060662,30.0050533,-4.512657099999999,100,823.7363326801564,moves200,Kigoma,Kigoma,Tanzania,Nairobi,Kayole,Tanzania,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Muhaya,Kihaya,No,Yes,Yes,540.1804253660202,5.287335115002408,"('Kigoma', 'Kigoma', 'Tanzania')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
321,930,282608,282608.0,"('Rabuor', 'Rabuor', 'Kenya')",279.3582121490707,2.8954257649658777,34.4727131,-0.5251932,100,279.3582121490707,moves200,Rabuor,Rabuor,Kenya,Nairobi,Kayole,Kenya ,Female,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Luo,Dholuo,No,Yes,Yes,45.91893537426592,0.1535362576841459,"('Rabuor', 'Rabuor', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
322,936,282611,282611.0,"('Machakos', 'Machakos', 'Kenya')",53.097298696453166,-0.0217157776206239,37.39526976452546,-1.27900465,100,53.097298696453166,moves200,Machakos,Machakos,Kenya,Nairobi,Kayole,Kenya ,Male,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Akamba,Kikamba,No,Yes,Yes,337.4147439504956,0.6368535866018764,"('Machakos', 'Machakos', 'Kenya')",Urban Village,Urban,Village,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0
323,938,282612,282612.0,"('Bujumbura', 'Bujumbura', 'Burundi')",859.7906772641413,-2.901733418785488,29.3675028,-3.3638125,100,859.7906772641413,moves200,Bujumbura,Bujumbura,Burundi,Nairobi,Kayole,Burundi,Male,Working part-time (formal/informal sector),2,Working part-time (formal/informal sector),Yes,Mtimbozi,Kiburundi,Yes,No,No,,,"('Bujumbura', 'Bujumbura', 'Burundi')",Urban Town,Urban,Town,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0
324,942,282620,282620.0,"('Kisumu', 'Kisumu', 'Kenya')",261.96541434424176,2.7228677043580705,34.7541761,-0.1029108999999999,100,261.96541434424176,moves200,Kisumu,Kisumu,Kenya,Nairobi,Kayole,Kenya ,Female,Doing casual jobs,0,Doing casual jobs,Yes,Luo,Dholuo,No,Yes,No,0.0,0.0,"('Kisumu', 'Kisumu', 'Kenya')",Urban Village,Urban,Village,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0
325,945,282622,282622.0,"('Masisi', 'Masisi', 'Democratic Republic of the Congo')",891.1352734186986,-3.1300195024859185,28.882199317339737,-1.37136085,100,891.1352734186986,moves200,Masisi,Masisi,Democratic Republic of the Congo,Nairobi,Kayole,Democratic Republic Of The Congo,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Murenge,Kinyamurenge,No,No,No,891.1352734186986,6.271612156075712,"('Masisi', 'Masisi', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
326,949,282627,282627.0,"('Kisii', 'Kisii', 'Kenya')",244.6704934703621,2.9430150071713053,34.75398551201732,-0.73894255,100,260.3648148389514,moves200,Kisii,Kisii,Kenya,Nairobi,Kayole,Kenya ,Male,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Kisii,Ekegusii,No,Yes,No,16.20667048957563,0.0486529082635782,"('Kisii', 'Kisii', 'Kenya')",Urban Village,Urban,Village,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0
327,953,282630,282630.0,"('Sekondi', 'Sekondi', 'Ghana')",190.12560238491253,-2.6874502272668868,-1.7127928,4.937,100,190.12560238491253,moves200,Sekondi,Sekondi,Ghana,Accra,Madina,Ghana,Female,Unemployed ,-3,Unemployed,Yes,Fanti,Fanti,No,No,No,,,"('Sekondi', 'Sekondi', 'Ghana')",Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
328,955,282632,282632.0,"('Madegu', 'Madegu', 'Democratic Republic of the Congo')",941.5649839689804,-2.8599978556168217,28.730361100000003,-3.9355556,100,941.5649839689804,moves200,Madegu,Madegu,Democratic Republic of the Congo,Nairobi,Kayole,Democratic Republic Of The Congo,Male,Casual employment/temporary worker,2,Casual employment/temporary worker,No,Kinyamlenge,Kinyamlenge,No,Yes,No,1471.1855782148157,0.1418829705232385,"('Madegu', 'Madegu', 'Democratic Republic of the Congo')",Non-Urban Town,Non-Urban,Town,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,957,282637,282637.0,"('Germiston', 'Germiston', 'South Africa')",11.206976085850114,1.2748950593209036,28.180556,-26.229444,100,11.206976085850114,moves200,Germiston,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Female,Working full-time (formal/informal sector),0,Working full-time (formal/informal sector),Yes,Zuku,Zulu,No,Yes,No,,,"('Germiston', 'Germiston', 'South Africa')",Urban Town,Urban,Town,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
330,959,282641,282641.0,"('Busia', 'Busia', 'Kenya')",329.53488450773176,2.666189574764145,34.26479520608315,0.3712048,100,329.53488450773176,moves200,Busia,Busia,Kenya,Nairobi,Kayole,Kenya,Male,Doing casual jobs,2,Doing casual jobs,Yes,Mmarache,Kimarache,No,Yes,No,0.0,0.0,"('Busia', 'Busia', 'Kenya')",Urban Village,Urban,Village,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
331,962,282642,282642.0,"('nan', 'Kangema', 'Kenya')",52.03895730738191,1.466702241493541,36.9642477,-0.6847865,100,52.03895730738191,moves200,,Kangema,Kenya,Nairobi,Kayole,Kenya,Male,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Kikuyu,Kikuyu,No,No,Yes,,,"('nan', 'Kangema', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
332,966,282647,282647.0,"('Harare', 'Harare', 'Zimbabwe')",884.002749883642,1.1634373897129693,31.045686,-17.831773000000002,100,884.002749883642,moves200,Harare,Harare,Zimbabwe,Johannesburg,Katlehong ,Zimbabwe,Male,Other,6,Other (specify),No,Shona,Shona,No,Yes,Yes,,,"('Harare', 'Harare', 'Zimbabwe')",Urban Town,Urban,Town,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0
333,968,282648,282648.0,"('Maputo', 'Maputo', 'Mozambique')",490.8959287763992,0.0713690219412078,32.56745,-25.966213,100,490.8959287763992,moves200,Maputo,Maputo,Mozambique,Johannesburg,Katlehong ,Mozambique,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Copi,Copi,No,Yes,No,,,"('Maputo', 'Maputo', 'Mozambique')",Urban Village,Urban,Village,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0
334,971,282649,282649.0,"('Mumias', 'Mumias', 'Kenya')",305.91380579620886,2.639552781141695,34.4891,0.3363,100,305.91380579620886,moves200,Mumias,Mumias,Kenya,Nairobi,Kayole,Kenya ,Male,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Luyha,Kiluyha,No,Yes,No,,,"('Mumias', 'Mumias', 'Kenya')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
335,975,282651,282651.0,"('Homa Bay', 'Homa Bay', 'Kenya')",295.20117933855386,2.920853489441119,34.31878185590796,-0.56396015,100,295.20117933855386,moves200,Homa Bay,Homa Bay,Kenya,Nairobi,Kayole,Kenya ,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Luo,Dholuo,No,Yes,No,33.23576499431209,0.1979857850830484,"('Homa Bay', 'Homa Bay', 'Kenya')",Non-Urban Village,Non-Urban,Village,7,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
336,978,282652,282652.0,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",941.5691652102628,-2.860121255597132,28.7300599,-3.9344201,100,941.5691652102628,moves200,,Minembwe,Democratic Republic of the Congo,Nairobi,Kayole,Democratic Republic Of The Congo,Female,Doing casual jobs,2,Doing casual jobs,No,Kicongo,Kicongo,No,No,No,,,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
337,981,282653,282653.0,"('Makueni', 'Makueni', 'Kenya')",138.05244645448462,-0.6836624711957153,37.87717148162715,-2.25709305,100,138.05244645448462,moves200,Makueni,Makueni,Kenya,Nairobi,Kayole,Kenya,Female,Casual employment/temporary worker,2,Casual employment/temporary worker,Yes,Kikamba,Kikamba,No,Yes,No,,,"('Makueni', 'Makueni', 'Kenya')",Non-Urban Village,Non-Urban,Village,5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
338,984,282656,282656.0,"('Dundee', 'Dundee', 'South Africa')",291.15344704147105,-0.6469254972652675,30.235,-28.161389,100,291.15344704147105,moves200,Dundee,Dundee,South Africa,Johannesburg,Katlehong ,South Africa,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Zulu,Zulu,No,Yes,No,,,"('Dundee', 'Dundee', 'South Africa')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
339,987,282659,282659.0,"('Ulundi', 'Ulundi', 'South Africa')",409.5235128232483,-0.4709171557009894,31.429444399999998,-28.291944300000004,100,409.5235128232483,moves200,Ulundi,Ulundi,South Africa,Johannesburg,Katlehong ,South Africa,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Zulu,Zulu,No,Yes,No,0.0,0.0,"('Ulundi', 'Ulundi', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
340,989,282660,282660.0,"('Maputo', 'Maputo', 'Mozambique')",490.8959287763992,0.0713690219412078,32.56745,-25.966213,100,490.8959287763992,moves200,Maputo,Maputo,Mozambique,Johannesburg,Katlehong ,Mozambique,Male,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),Yes,Nyambane,Nyambane,No,Yes,No,0.0,0.0,"('Maputo', 'Maputo', 'Mozambique')",Urban Village,Urban,Village,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0
341,992,282661,282661.0,"('Katlehong', 'Katlehong', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,100,0.0,moves200,Katlehong,Katlehong,South Africa,Johannesburg,Katlehong ,South Africa,Male,Doing casual jobs,0,Doing casual jobs,Yes,Xhosa(Mampondo Tribe),Xhosa,No,No,No,,,"('Katlehong', 'Katlehong', 'South Africa')",Urban City,Urban,City,10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
342,994,282662,282662.0,"('Katlehong', 'Katlehong', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,100,0.0,moves200,Katlehong,Katlehong,South Africa,Johannesburg,Katlehong ,South Africa,Female,Unemployed ,0,Unemployed,Yes,Xhosa,Xhosa,No,No,No,,,"('Katlehong', 'Katlehong', 'South Africa')",Urban City,Urban,City,10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
343,996,282663,282663.0,"('Katlehong', 'Katlehong', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,100,324.8728194290794,moves200,Katlehong,Katlehong,South Africa,Johannesburg,Katlehong ,South Africa,Female,Unemployed ,1,Unemployed,Yes,Zulu,Zulu,No,No,Yes,,,"('Katlehong', 'Katlehong', 'South Africa')",Urban City,Urban,City,10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
344,1000,282664,282664.0,"('Shamankulu', 'Maputo', 'Mozambique')",490.8959287763992,0.0713690219412078,32.56745,-25.966213,100,490.8959287763992,moves200,Shamankulu,Maputo,Mozambique,Johannesburg,Katlehong ,Mozambique,Male,Other,2,Other (specify),No,Zonga,Portuguese,No,Yes,No,,,"('Shamankulu', 'Maputo', 'Mozambique')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
345,1002,282665,282665.0,"('Mondlo', 'Mondlo', 'South Africa')",325.18521315363074,-0.49745481677465,30.719688399999995,-27.958203,100,325.18521315363074,moves200,Mondlo,Mondlo,South Africa,Johannesburg,Katlehong ,South Africa,Male,Unemployed ,2,Unemployed,Yes,Zulu,Zulu,No,Yes,No,0.0,0.0,"('Mondlo', 'Mondlo', 'South Africa')",Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,1005,282666,282666.0,"('New Castle', 'Madadeni', 'South Africa')",406.7126237026965,0.1229001497773007,31.7913889,-25.8125,100,406.7126237026965,moves200,New Castle,Madadeni,South Africa,Johannesburg,Katlehong ,South Africa,Female,Doing casual jobs,1,Doing casual jobs,Yes,Sotho,Zulu,No,Yes,No,,,"('New Castle', 'Madadeni', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
347,1008,282667,282667.0,"('Katlehong', 'Katlehong', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,100,0.0,moves200,Katlehong,Katlehong,South Africa,Johannesburg,Katlehong ,South Africa,Female,Unemployed ,-3,Unemployed,Yes,Zulu,Zulu,No,No,Yes,,,"('Katlehong', 'Katlehong', 'South Africa')",Urban City,Urban,City,10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
348,1010,282668,282668.0,"('Katlehong', 'Katlehong', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,100,0.0,moves200,Katlehong,Katlehong,South Africa,Johannesburg,Katlehong ,South Africa,Female,University/technikon/correspondence student,-3,University/technikon/correspondence student,Yes,Tsonga,Tsonga,No,No,No,354.6310450246844,2.724400336673337,"('Katlehong', 'Katlehong', 'South Africa')",Urban City,Urban,City,10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
349,1012,282669,282669.0,"('Katlehong', 'Katlehong', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,100,0.0,moves200,Katlehong,Katlehong,South Africa,Johannesburg,Katlehong ,South Africa,Female,Unemployed ,-3,Unemployed,Yes,Zulu,Zulu,No,Yes,No,409.5235128232483,3.612509809290783,"('Katlehong', 'Katlehong', 'South Africa')",Urban City,Urban,City,10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
350,1014,282670,282670.0,"('Pietermaritzburg', 'Pietermaritzburg', 'South Africa')",401.7629643303337,-0.8952229646837812,30.3788889,-29.6,100,401.7629643303337,moves200,Pietermaritzburg,Pietermaritzburg,South Africa,Johannesburg,Katlehong ,South Africa,Male,Unemployed ,2,Unemployed,Yes,Zulu,Zulu,No,Yes,No,,,"('Pietermaritzburg', 'Pietermaritzburg', 'South Africa')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
351,1016,282671,282671.0,"('Vryheid', 'Vryheid', 'South Africa')",323.6485775256828,-0.4374109657739963,30.788574100000005,-27.7704908,100,323.6485775256828,moves200,Vryheid,Vryheid,South Africa,Johannesburg,Katlehong ,South Africa,Female,Unemployed ,2,Unemployed,Yes,Zulu,Zulu,No,No,No,318.1158394704514,3.231641604109592,"('Vryheid', 'Vryheid', 'South Africa')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
352,1020,282678,282678.0,"('Maputo', 'Maputo', 'Mozambique')",490.8959287763992,0.0713690219412078,32.56745,-25.966213,100,490.8959287763992,moves200,Maputo,Maputo,Mozambique,Johannesburg,Katlehong ,Mozambique,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Nyambane,Nyambane,No,Yes,No,0.0,0.0,"('Maputo', 'Maputo', 'Mozambique')",Urban Village,Urban,Village,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0
353,1023,282679,282679.0,"('nan', 'KwaZulu-Natal', 'South Africa')",368.84317361601785,-0.5961685878960682,30.8875009,-28.503833,100,368.84317361601785,moves200,,KwaZulu-Natal,South Africa,Johannesburg,Katlehong ,South Africa,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Zulu,Zulu,No,No,No,,,"('nan', 'KwaZulu-Natal', 'South Africa')",Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
354,1025,282680,282680.0,"('Germiston', 'Katlehong', 'South Africa')",11.206976085850114,1.2748950593209036,28.180556,-26.229444,100,11.206976085850114,moves200,Germiston,Katlehong,South Africa,Johannesburg,Katlehong ,South Africa,Female,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),Yes,Zulu,Zulu,No,No,No,,,"('Germiston', 'Katlehong', 'South Africa')",Urban City,Urban,City,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
355,1027,282684,282684.0,"('Koforidua', 'Koforidua', 'Ghana')",47.21986671610261,1.7921498875227388,-0.2614572,6.100333999999999,100,47.21986671610261,moves200,Koforidua,Koforidua,Ghana,Accra,Madina,Ghana,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Ewe,Ewe,No,Yes,No,,,"('Koforidua', 'Koforidua', 'Ghana')",Urban Town,Urban,Town,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0
356,1029,282691,282691.0,"('Lome', 'Lome', 'Togo')",160.7659622863131,0.3124041034658343,1.215829,6.130419,100,160.7659622863131,moves200,Lome,Lome,Togo,Accra,Madina,Togo,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),No,Ewe,Eweewre,No,No,No,,,"('Lome', 'Lome', 'Togo')",Urban Town,Urban,Town,13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,2.0
357,1031,282695,282695.0,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",941.5691652102628,-2.860121255597132,28.7300599,-3.9344201,100,941.5691652102628,moves200,Minembwe,Minembwe,Democratic Republic of the Congo,Nairobi,Kayole,Democratic Republic Of The Congo,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Murenge,Kinyamurenge,No,No,No,,,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,10,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
358,1033,282700,282700.0,"('Hlotse', 'Hlotse', 'Lesotho')",248.655904134628,-1.6019299236184263,28.0579408,-28.866891,100,248.655904134628,moves200,Hlotse,Hlotse,Lesotho,Johannesburg,Katlehong ,Lesotho,Female,Casual employment/temporary worker,2,Casual employment/temporary worker,No,Sesotho,Sesotho,No,No,No,32.313130257996875,0.1815848477022219,"('Hlotse', 'Hlotse', 'Lesotho')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
359,1036,282701,282701.0,"('nan', 'Machel Village', 'Mozambique')",672.2276511817233,0.206205316258636,34.0776662,-24.8500328,100,672.2276511817233,moves200,,Machel Village,Mozambique,Johannesburg,Katlehong ,Mozambique,Male,Casual employment/temporary worker,2,Casual employment/temporary worker,No,Tsonga,Tsonga,No,Yes,No,178.54012092843806,0.1228126374860374,"('nan', 'Machel Village', 'Mozambique')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
360,1038,282702,282702.0,"('Germiston', 'Germiston', 'South Africa')",11.206976085850114,1.2748950593209036,28.180556,-26.229444,100,490.8959287763992,moves200,Germiston,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Male,Unemployed ,4,Unemployed,Yes,Swati,Swati,No,No,No,,,"('Germiston', 'Germiston', 'South Africa')",Urban Town,Urban,Town,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
361,1042,282703,282703.0,"('Taita Taveta', 'Taita Taveta', 'Kenya')",248.93005150577636,-0.8563757399811536,38.36706762808966,-3.4178355,100,248.93005150577636,moves200,Taita Taveta,Taita Taveta,Kenya,Nairobi,Kayole,Kenya ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Taita,Kitaita,No,No,No,,,"('Taita Taveta', 'Taita Taveta', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
362,1045,282713,282713.0,"('nan', 'Kasule', 'Kenya')",259.0196900858691,2.710519661463709,34.7901289,-0.0836476,100,259.0196900858691,moves200,,Kasule,Kenya,Nairobi,Kayole,Kenya ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,No,No,,,"('nan', 'Kasule', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
363,1048,282717,282717.0,"('Aboabo', 'Aboabo', 'Ghana')",48.67128074755284,1.724399670312533,-0.2350455,6.1185735,100,48.67128074755284,moves200,Aboabo,Aboabo,Ghana,Accra,Madina,Ghana,Male,Doing casual jobs,2,Doing casual jobs,Yes,Ga,Ga,No,No,No,,,"('Aboabo', 'Aboabo', 'Ghana')",Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,1050,282718,282718.0,"('Koforidua', 'Koforidua', 'Ghana')",61.539252418706376,1.6408331464678758,-0.2614572,6.100333999999999,100,61.539252418706376,moves200,Koforidua,Koforidua,Ghana,Accra,Old Fadama,Ghana,Female,Doing casual jobs,3,Doing casual jobs,Yes,Dangme,Dangme,No,No,No,2.7601996364144483,0.0869440920245148,"('Koforidua', 'Koforidua', 'Ghana')",Urban Town,Urban,Town,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0
365,1053,282719,282719.0,"('Maputo', 'Maputo', 'Mozambique')",490.8959287763992,0.0713690219412078,32.56745,-25.966213,100,496.2979962785908,moves200,Maputo,Maputo,Mozambique,Johannesburg,Katlehong ,Mozambique,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Shangani,Shangani,No,Yes,Yes,,,"('Maputo', 'Maputo', 'Mozambique')",Urban Village,Urban,Village,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0
366,1056,282729,282729.0,"('Machakos', 'Machakos', 'Kenya')",53.097298696453166,-0.0217157776206239,37.39526976452546,-1.27900465,100,53.097298696453166,moves200,Machakos,Machakos,Kenya,Nairobi,Kayole,Kenya,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Kamba,Kikamba,No,No,No,,,"('Machakos', 'Machakos', 'Kenya')",Urban Village,Urban,Village,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0
367,1059,282732,282732.0,"('nan', 'Masisi', 'Democratic Republic of the Congo')",891.1352734186986,-3.1300195024859185,28.882199317339737,-1.37136085,100,891.1352734186986,moves200,,Masisi,Democratic Republic of the Congo,Nairobi,Kayole,Democratic Republic Of The Congo,Male,Other,0,Working part-time (formal/informal sector),Yes,Murenge,Kinyamurenge,Yes,No,No,,,"('nan', 'Masisi', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
368,1062,282735,282735.0,"('Germiston', 'Germiston', 'South Africa')",11.206976085850114,1.2748950593209036,28.180556,-26.229444,100,11.206976085850114,moves200,Germiston,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Male,Other,0,Other (specify),Yes,Xhosa,Xhosa,No,No,Yes,,,"('Germiston', 'Germiston', 'South Africa')",Urban Town,Urban,Town,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
